ilkid,firstname,lastname,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
MCADOBO01,Bob,Mcadoo,N,852,28327,18787,1818,5502,8048,1951,751,1147,1223,2726,14751,7420,5229,3944,37,3
MCBRIKE01,Ken,Mcbride,N,12,249,117,0,0,31,14,0,0,0,31,147,48,29,21,0,0
MCCANBO01,Bob,Mccann,N,178,2385,739,154,314,468,104,80,78,134,349,618,296,253,146,5,1
MCCANBR01,Brendan,Mccann,N,41,331,74,0,0,50,65,0,0,0,37,113,23,40,28,0,0
MCCANME01,Mel,Mccants,N,13,65,22,1,5,6,2,3,1,1,11,26,8,8,6,0,0
MCCARAN01,Andre,Mccarter,N,103,1182,392,32,63,95,172,37,0,24,100,394,170,69,50,8,2
MCCARHO01,Howie,Mccarty,N,19,0,21,0,0,0,2,0,0,0,22,82,10,10,1,0,0
MCCARJO01,Johnny,Mccarthy,N,316,8828,2450,0,0,1145,1184,0,0,0,885,2714,958,859,534,0,0
MCCARKE01,Kelly,Mccarty,N,2,4,4,2,1,3,0,0,0,2,0,3,2,0,0,0,0
MCCARMI01,Mike,Mccarron,N,68,0,658,0,0,0,62,0,0,0,189,853,239,293,180,0,0
MCCARWA01,Walter,Mccarty,N,557,10020,2968,366,1120,1486,647,372,168,499,1159,2687,1059,575,404,1273,446
MCCARWI01,Willie,Mccarter,N,155,2842,1090,0,0,248,304,0,0,0,281,1198,482,192,126,0,0
MCCASAM01,Amal,Mccaskill,N,114,969,204,74,139,213,36,24,36,52,132,215,81,69,42,3,0
MCCLADW01,Dwayne,Mcclain,N,45,461,157,14,16,30,67,38,4,40,61,180,69,35,18,9,1
MCCLATE01,Ted,Mcclain,A,377,9196,3611,0,834,1217,1368,638,63,901,1234,3152,1419,979,746,124,27
MCCLATE01,Ted,Mcclain,N,178,3487,1058,97,313,410,541,183,19,144,430,963,430,252,198,0,0
MCCLIDA01,Dan,Mcclintock,N,6,58,18,10,7,17,1,0,2,3,11,18,9,5,0,0,0
MCCLOGE01,George,Mccloud,N,766,17428,6925,624,1718,2342,1769,593,193,1070,1645,6140,2469,1318,1067,2573,920
MCCLOJA01,Jack,Mccloskey,N,1,16,6,0,0,3,1,0,0,0,2,9,3,0,0,0,0
MCCONJO01,John,Mcconathy,N,11,106,14,0,0,20,8,0,0,0,7,29,4,14,6,0,0
MCCONPA01,Paul,Mcconnell,N,14,297,68,0,0,34,41,0,0,0,39,71,27,29,14,0,0
MCCORKE01,Keith,Mccord,N,2,9,4,1,1,2,1,0,0,2,0,4,2,0,0,0,0
MCCORTI01,Tim,Mccormick,N,483,10390,4030,777,1589,2366,491,139,187,619,1256,2893,1547,1330,935,16,1
MCCOYJE01,Jelani,Mccoy,N,254,3792,1197,278,636,914,135,75,188,241,514,946,509,365,179,0,0
MCCRAPA01,Paul,Mccracken,N,37,437,160,7,15,73,33,6,0,0,52,140,63,57,34,0,0
MCCRARO01,Rodney,Mccray,N,768,24876,9014,1645,3442,5087,2750,585,493,1419,1734,6997,3516,2529,1925,219,57
MCCRASC01,Scooter,Mccray,N,77,892,224,70,120,190,74,21,26,68,114,196,83,95,58,0,0
MCCULJO01,John,Mccullough,N,8,23,21,1,3,4,3,2,0,3,3,13,9,5,3,0,0
MCDANCL01,Clint,Mcdaniel,N,12,71,30,3,7,10,7,5,0,2,10,23,8,16,12,6,2
MCDANJI01,Jim,Mcdaniels,A,70,2407,1665,0,0,896,106,0,26,167,251,1399,710,342,245,0,0
MCDANJI01,Jim,Mcdaniels,N,201,2835,1033,123,384,852,182,79,70,87,357,1060,436,222,161,0,0
MCDANXA01,Xavier,Mcdaniel,N,870,25201,13606,2082,3230,5312,1775,791,415,1887,2557,11685,5673,3046,2186,283,74
MCDONBE01,Ben,Mcdonald,N,176,3692,1061,215,353,568,236,77,17,149,487,989,463,172,125,44,10
MCDONGL01,Glenn,Mcdonald,N,146,1493,609,84,131,215,99,51,25,0,192,672,269,97,71,0,0
MCDONMI01,Michael,Mcdonald,N,1,4,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0
MCDONRO01,Rod,Mcdonald,A,87,579,282,0,0,197,40,0,0,37,100,248,111,81,57,8,3
MCDOWHA01,Hank,Mcdowell,N,206,1857,600,186,278,464,98,34,29,131,274,508,229,200,142,8,0
MCDYEAN01,Antonio,Mcdyess,N,561,17436,8810,1479,3104,4583,799,494,812,1195,1870,7164,3542,2541,1719,53,7
MCELRJI01,Jim,Mcelroy,N,418,10178,4120,242,578,820,1462,384,127,610,711,3494,1636,1101,841,34,7
MCFARPA01,Pat,Mcfarland,A,148,1977,947,0,298,298,219,76,12,178,149,903,414,140,108,42,11
MCGAHME01,Mel,Mcgaha,N,51,0,176,0,0,0,51,0,0,0,104,195,62,88,52,0,0
MCGEEMI01,Mike,Mcgee,N,520,9271,4968,542,570,1112,629,371,49,630,1012,4286,2087,817,488,866,306
MCGILBI01,Bill,Mcgill,A,137,2590,1481,0,0,675,162,0,0,149,429,1114,612,372,257,0,0
MCGILBI01,Bill,Mcgill,N,158,2507,1613,0,0,611,168,0,0,0,367,1355,658,418,297,0,0
MCGINGE01,George,Mcginnis,A,314,11985,7919,0,2323,4056,1104,525,96,1472,1236,6374,2995,2708,1848,279,81
MCGINGE01,George,Mcginnis,N,528,16194,9090,1601,3576,5177,1985,923,236,1291,1984,7566,3386,3559,2316,25,2
MCGLOJO01,Jon,Mcglocklin,N,792,20930,9169,61,214,1928,2280,102,13,0,1370,8174,4001,1381,1167,0,0
MCGRATR01,Tracy,Mcgrady,N,565,19556,12423,952,2646,3598,2455,778,622,1268,1132,10150,4506,3585,2720,1986,691
MCGREGI01,Gil,Mcgregor,N,42,532,171,0,0,148,18,0,0,0,120,182,66,56,39,0,0
MCGRIEL01,Elton,Mcgriff,A,56,864,338,0,0,258,10,0,0,53,150,260,124,152,90,1,0
MCGUIAL01,Al,Mcguire,N,191,2966,757,0,0,418,363,0,0,0,501,663,251,463,255,0,0
MCGUIAL02,Allie,Mcguire,N,2,10,4,0,2,2,1,0,0,0,2,4,2,0,0,0,0
MCGUIDI01,Dick,Mcguire,N,738,17170,5921,0,0,2784,4205,0,0,0,1695,5259,2048,2836,1825,0,0
MCHALKE01,Kevin,Mchale,N,971,30118,17335,2358,4764,7122,1670,344,1690,1893,2758,12334,6830,4554,3634,157,41
MCHARMA01,Maurice,Mchartley,A,189,5315,2351,0,0,599,641,0,0,510,625,2175,875,785,586,80,15
MCILVJI01,Jim,Mcilvaine,N,401,5927,1072,479,764,1243,105,136,687,231,1053,949,423,408,225,10,1
MCINNJE01,Jeff,Mcinnis,N,456,13328,4840,173,789,962,2118,323,26,642,965,4508,1947,805,648,886,298
MCINTBO01,Bob,Mcintyre,A,28,545,199,0,0,121,16,0,0,27,35,219,82,59,34,4,1
MCINTKE01,Kenny,Mcintosh,N,177,3700,934,117,259,696,173,56,32,0,333,1111,401,227,132,0,0
MCKEEJE01,Jerry,Mckee,A,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MCKENFO01,Forrest,Mckenzie,N,6,42,17,2,5,7,1,1,0,3,9,28,7,2,2,2,1
MCKENKE01,Kevin,Mckenna,N,243,3460,1320,102,215,317,342,184,25,204,491,1204,498,270,221,283,103
MCKENST01,Stan,Mckenzie,N,396,7479,3579,3,13,1117,611,3,0,0,894,2885,1281,1268,1017,0,0
MCKEYDE01,Derrick,Mckey,N,937,27233,10266,1467,2920,4387,2254,1072,611,1713,2700,8048,3908,2885,2247,642,203
MCKIEAA01,Aaron,Mckie,N,769,18901,5842,460,2089,2549,2102,903,164,1049,1567,5148,2251,1222,952,1107,388
MCKINBI01,Billy,Mckinney,N,476,9189,3823,134,543,677,1661,353,40,637,860,3154,1554,868,712,48,3
MCKINCA01,Carlton,Mckinney,N,9,113,22,4,9,13,7,6,1,7,16,41,10,4,2,1,0
MCKINHO01,Horace,Mckinney,N,318,1083,2994,0,0,373,503,0,0,0,1023,3844,1145,990,704,0,0
MCLEMMC01,Mccoy,Mclemore,N,580,12221,5130,0,0,3161,733,0,0,0,1442,4943,1947,1603,1236,0,0
MCLEOGE01,George,Mcleod,N,10,85,12,0,0,21,4,0,0,0,16,16,2,15,8,0,0
MCLEOKE01,Keith,McLeod,N,86,1773,504,25,122,147,295,79,13,128,177,490,170,189,145,82,19
MCLEORO01,Roshown,Mcleod,N,113,2130,817,91,217,308,124,41,14,140,198,827,338,166,136,45,5
MCMAHJA01,Jack,Mcmahon,N,524,14228,4237,0,0,1390,1939,0,0,0,1483,4790,1615,1580,1007,0,0
MCMILJI01,Jim,Mcmillian,N,631,20227,8736,639,1381,3319,1557,435,80,120,1200,7557,3644,1741,1448,0,0
MCMILNA01,Nate,Mcmillan,N,796,20462,4733,919,2303,3222,4893,1544,356,1486,2407,4136,1833,1183,769,870,298
MCMILSH01,Shellie,Mcmillon,N,263,4977,2397,0,0,1571,232,0,0,0,748,2259,981,686,435,0,0
MCMILTO01,Tom,Mcmillen,N,729,14770,5914,957,1956,2913,788,198,190,693,1740,5014,2420,1329,1071,23,3
MCMULMA01,Malcolm,Mcmullan,N,109,0,527,0,0,128,120,0,0,0,321,657,201,223,125,0,0
MCNABCH01,Chet,Mcnabb,N,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MCNAMJO01,Joe,Mcnamee,N,118,695,289,0,0,238,58,0,0,0,196,389,116,92,57,0,0
MCNAMMA01,Mark,Mcnamara,N,278,2707,980,345,482,827,77,35,39,223,374,707,362,467,256,0,0
MCNEACH01,Chris,Mcnealy,N,108,1864,466,160,334,494,110,90,30,116,274,397,181,158,104,0,0
MCNEIBO01,Bob,Mcneill,N,125,1828,575,0,0,179,327,0,0,0,204,563,222,160,131,0,0
MCNEILA01,Larry,Mcneill,N,297,5094,2533,477,963,1440,225,183,78,71,702,1963,915,902,703,0,0
MCNULCA01,Carl,Mcnulty,N,1,14,2,0,0,0,0,0,0,0,1,6,1,0,0,0,0
MCPHEPA01,Paul,Mcpherson,N,55,595,262,40,39,79,38,25,4,47,80,216,109,58,42,12,2
MCPIPRO01,Roy,Mcpipe,A,5,44,21,0,5,5,1,1,0,10,5,24,8,4,3,4,2
MCQUECO01,Cozell,Mcqueen,N,3,7,6,3,5,8,0,0,1,0,1,3,3,0,0,0,0
MCREYTH01,Thales,Mcreynolds,N,5,28,3,0,0,6,1,0,0,0,0,12,1,2,1,0,0
MCWILER01,Eric,Mcwilliams,N,44,245,86,0,0,60,5,0,0,0,46,98,34,37,18,0,0
MEARNGE01,George,Mearns,N,81,0,443,0,0,0,45,0,0,0,202,593,151,206,141,0,0
MEDVEST01,Stanislav,Medvedenko,N,247,3255,1346,269,461,730,133,88,40,154,501,1280,577,261,191,11,1
MEEDA01,Darnell,Mee,N,40,293,76,17,19,36,18,16,13,18,34,93,29,27,12,27,6
MEELYCL01,Cliff,Meely,N,318,6329,2658,180,520,1703,398,88,106,0,929,2687,1121,616,416,0,0
MEENTSC01,Scott,Meents,N,39,201,72,10,30,40,15,11,7,15,17,72,26,27,19,1,1
MEHENDI01,Dick,Mehen,N,193,2294,2069,0,0,505,550,0,0,0,561,2182,832,571,405,0,0
MEINEDO01,Don,Meineke,N,343,6782,2338,0,0,1626,433,0,0,0,1047,2154,790,1003,758,0,0
MEINHCA01,Carl,Meinhold,N,98,0,516,0,0,0,63,0,0,0,124,662,209,156,98,0,0
MELCHBI01,Bill,Melchionni,A,502,15337,6230,0,240,1082,3044,172,20,785,1250,5313,2469,1533,1255,157,37
MELCHBI01,Bill,Melchionni,N,144,1450,640,0,0,202,203,0,0,0,148,689,284,107,72,0,0
MELCHGA01,Gary,Melchionni,N,137,2780,1074,91,238,329,298,89,21,0,201,978,434,248,206,0,0
MELVIED01,Ed,Melvin,N,57,0,281,0,0,0,37,0,0,0,150,376,99,127,83,0,0
MEMINDE01,Dean,Meminger,N,416,8554,2552,286,386,1086,1046,242,28,0,700,2112,1004,867,544,0,0
MENCECH01,Chuck,Mencel,N,141,2821,983,0,0,347,333,0,0,0,169,1063,363,336,257,0,0
MENGEJO01,John,Mengelt,N,636,12788,6218,203,689,1221,1329,324,28,280,1284,5047,2418,1708,1382,6,0
MENKEKE01,Ken,Menke,N,6,0,15,0,0,0,7,0,0,0,7,17,6,8,3,0,0
MENYADE01,Dewitt,Menyard,A,71,1756,643,0,0,551,84,0,0,99,218,692,256,197,131,0,0
MERCERO01,Ron,Mercer,N,432,13418,5892,383,915,1298,921,456,113,683,817,5803,2490,1054,852,240,60
MERIWJO01,Joe,Meriweather,N,669,14807,5439,1285,2479,3764,603,311,810,737,2253,4244,2170,1598,1098,3,1
MERIWPO01,Porter,Meriwether,N,31,268,119,0,0,29,43,0,0,0,19,122,48,33,23,0,0
MESCHTO01,Tom,Meschery,N,778,23459,9904,0,0,6698,1331,0,0,0,2841,8793,3877,2885,2150,0,0
MEYERBI01,Bill,Meyer,A,7,45,22,0,0,5,1,0,0,2,7,22,10,2,2,0,0
MEYERDA01,Dave,Meyers,N,281,7471,3149,527,1244,1771,652,272,143,395,755,2623,1208,1083,732,5,1
MEYERLO01,Loren,Meyer,N,140,2044,645,171,309,480,77,31,50,133,371,602,260,168,117,23,8
MIASEST01,Stan,Miasek,N,365,3758,3851,0,0,999,518,0,0,0,1358,4166,1375,1752,1101,0,0
MICHELA01,Larry,Micheaux,N,96,897,330,102,154,256,49,41,32,57,121,247,140,82,50,3,0
MIHALZI01,Zigmund,Mihalik,N,7,0,6,0,0,0,0,0,0,0,10,9,3,0,0,0,0
MIHMCH01,Chris,Mihm,N,336,6832,2540,600,1218,1818,139,107,351,425,985,2137,976,834,585,13,3
MIKANED01,Ed,Mikan,N,323,2779,2163,0,0,1093,296,0,0,0,919,2493,799,747,565,0,0
MIKANGE01,George,Mikan,N,439,8350,10156,0,0,4167,1245,0,0,0,1862,8783,3544,3924,3068,0,0
MIKANLA01,Larry,Mikan,N,53,536,158,0,0,139,41,0,0,0,56,186,62,55,34,0,0
MIKKEVE01,Vern,Mikkelsen,N,699,18443,10063,0,0,5940,1515,0,0,0,2812,8812,3547,3874,2969,0,0
MIKSIAL01,Al,Miksis,N,8,0,27,0,0,0,4,0,0,0,22,21,5,21,17,0,0
MILESDA01,Darius,Miles,N,372,10148,3828,463,1488,1951,750,331,436,772,891,3364,1594,1056,627,115,19
MILESED01,Eddie,Miles,N,605,15681,8120,0,0,1860,1225,0,0,0,1385,7505,3301,2032,1518,0,0
MILICDA01,Darko,Milicic,N,71,413,115,14,72,86,14,9,32,29,64,141,42,48,31,1,0
MILICMA01,Marko,Milic,N,44,216,108,13,17,30,14,13,1,27,24,84,47,17,11,7,3
MILITNA01,Nat,Militzok,N,57,0,244,0,0,0,42,0,0,0,120,343,90,112,64,0,0
MILLEAN01,Anthony,Miller,N,181,1637,510,185,303,488,66,58,26,90,244,386,197,198,114,8,2
MILLEAN02,Andre,Miller,N,489,16565,6960,524,1515,2039,3622,691,123,1317,1252,5563,2499,2293,1872,412,90
MILLEBI01,Bill,Miller,N,28,0,53,0,0,0,20,0,0,0,32,72,21,20,11,0,0
MILLEBO01,Bob,Miller,N,2,8,4,2,3,5,1,0,1,0,5,3,2,0,0,0,0
MILLEBR01,Brad,Miller,N,427,12110,5043,894,2423,3317,1051,343,329,612,1227,3557,1768,1879,1480,89,27
MILLEDI01,Dick,Miller,N,8,53,8,2,5,7,5,4,0,8,5,9,4,0,0,1,0
MILLEED01,Eddie,Miller,N,142,3675,1452,0,0,1206,210,0,0,0,444,1381,517,604,418,0,0
MILLEHA01,Harry,Miller,N,53,0,152,0,0,0,42,0,0,0,119,260,58,82,36,0,0
MILLEJA01,Jay,Miller,A,109,1193,629,0,0,198,46,0,4,71,176,538,228,240,173,1,0
MILLEJA01,Jay,Miller,N,8,52,20,0,0,7,1,0,0,0,11,31,8,7,4,0,0
MILLELA01,Larry,Miller,A,486,14941,6595,0,210,2434,1155,57,6,663,1091,5670,2450,2228,1613,331,82
MILLEMI01,Mike,Miller,N,351,10747,4686,211,1246,1457,960,253,100,564,877,3888,1749,786,595,1505,593
MILLEOL01,Oliver,Miller,N,493,11338,3625,940,1953,2893,1061,455,758,921,1460,2874,1536,857,548,42,5
MILLERE01,Reggie,Miller,N,1389,47622,25279,873,3309,4182,4141,1505,299,2409,2730,17499,8241,7026,6237,6486,2560
MILLEWA01,Walt,Miller,N,12,0,23,0,0,0,6,0,0,0,16,21,7,18,9,0,0
MILLSCH01,Chris,Mills,N,568,17279,6357,736,2072,2808,1063,421,247,725,1532,5541,2391,1391,1136,1251,439
MILLSJO01,John,Mills,N,47,0,181,0,0,0,9,0,0,0,94,187,55,129,71,0,0
MILLSTE01,Terry,Mills,N,678,16422,7175,1029,2651,3680,891,397,295,851,1896,6227,2847,1214,948,1388,533
MINERHA01,Harold,Miner,N,200,3748,1801,191,241,432,245,80,27,278,370,1504,692,502,394,74,23
MINGYA01,Yao,Ming,N,244,7522,4000,601,1478,2079,320,87,463,573,801,2805,1474,1314,1051,4,1
MINNIDI01,Dirk,Minniefield,N,222,3801,1187,102,265,367,845,196,11,358,472,1050,493,238,176,92,25
MINORDA01,Dave,Minor,N,116,3168,877,0,0,527,288,0,0,0,372,942,339,264,199,0,0
MINORGR01,Greg,Minor,N,277,5144,1902,258,483,741,382,156,46,225,464,1662,794,378,290,106,24
MINORMA01,Mark,Minor,N,4,20,5,0,0,4,2,0,0,0,5,4,1,4,3,0,0
MISAKWA01,Wat,Misaka,N,3,0,7,0,0,0,0,0,0,0,7,13,3,3,1,0,0
MISKIJA01,Jason,Miskiri,N,1,3,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0
MITCHLE01,Leland,Mitchell,A,78,1091,321,0,0,182,73,0,0,108,159,350,122,85,56,76,21
MITCHMI01,Mike,Mitchell,N,759,24537,15016,1539,2707,4246,1010,530,400,1300,2012,12912,6371,2894,2255,88,19
MITCHMU01,Murray,Mitchell,N,2,0,2,0,0,0,2,0,0,0,1,3,1,0,0,0,0
MITCHSA01,Sam,Mitchell,N,994,22256,8636,1236,2475,3711,1089,551,301,838,2506,7206,3220,2719,2131,292,65
MITCHTO01,Todd,Mitchell,N,24,353,123,18,32,50,21,16,2,33,51,97,43,64,37,0,0
MIXST01,Steve,Mix,N,788,18831,8357,1356,2552,4160,1393,885,173,563,1693,6429,3205,2417,1941,21,6
MLKVYBI01,Bill,Mlkvy,N,31,608,181,0,0,101,62,0,0,0,54,246,75,48,31,0,0
MOBLECU01,Cuttino,Mobley,N,502,18731,8582,345,1645,1990,1365,600,217,1089,1143,7073,3062,1955,1636,2149,822
MOBLEER01,Eric,Mobley,N,113,1570,440,139,212,351,57,27,61,103,194,333,180,162,77,4,3
MOEDO01,Doug,Moe,A,378,12081,6161,0,0,2560,1197,0,0,492,1286,5377,2301,1924,1540,89,19
MOFFELA01,Larry,Moffett,N,20,110,16,10,11,21,7,2,2,8,16,17,5,10,6,0,0
MOGUSLE01,Leo,Mogus,N,231,0,1975,0,0,102,319,0,0,0,575,1944,646,954,683,0,0
MOHAMNA01,Nazr,Mohammed,N,386,7374,2815,702,1532,2234,132,230,271,441,926,2411,1143,828,529,3,0
MOISOJE01,Jerome,Moiso,N,145,1393,386,123,272,395,38,45,68,104,183,323,158,118,70,3,0
MOKESPA01,Paul,Mokeski,N,694,9739,2764,709,1633,2342,500,228,309,585,1818,2437,1099,800,555,51,11
MOLINJA01,Jack,Molinas,N,29,993,350,0,0,209,47,0,0,0,74,278,108,176,134,0,0
MOLISWA01,Wayne,Molis,A,46,535,235,0,0,170,39,0,0,26,49,225,96,61,41,3,2
MOLISWA01,Wayne,Molis,N,13,75,45,0,0,22,2,0,0,0,9,51,19,13,7,0,0
MONCRSI01,Sidney,Moncrief,N,767,23150,11931,1424,2151,3575,2793,924,226,1551,1635,8198,4117,4319,3587,387,110
MONEYER01,Eric,Money,N,426,10827,5211,338,556,894,1623,524,62,712,1148,4536,2239,980,733,0,0
MONROEA01,Earl,Monroe,N,926,29636,17454,260,976,2796,3594,473,121,305,2416,14898,6906,4513,3642,0,0
MONRORO01,Rodney,Monroe,N,38,313,131,12,21,33,27,12,2,23,19,144,53,23,19,27,6
MONTGHO01,Howie,Montgomery,N,20,364,144,0,0,69,21,0,0,0,35,153,65,23,14,0,0
MONTRER01,Eric,Montross,N,465,8481,2071,682,1477,2159,207,122,275,405,1270,1819,891,604,289,3,0
MOONEJI01,Jim,Mooney,N,18,529,135,0,0,70,35,0,0,0,50,148,54,40,27,0,0
MOOREAN01,Andre,Moore,N,10,50,24,6,8,14,6,2,1,4,6,27,9,8,6,0,0
MOOREGE01,Gene,Moore,A,465,11780,5594,0,334,4360,648,30,58,623,1730,5003,2334,1350,916,33,10
MOOREJA01,Jackie,Moore,N,134,1178,365,0,0,338,67,0,0,0,217,350,137,146,91,0,0
MOOREJO01,Johnny,Moore,N,520,13430,4890,390,1157,1547,3866,1017,116,1163,1325,4343,1998,1123,800,374,94
MOORELA01,Larry,Moore,A,12,78,27,0,0,16,1,0,0,7,17,33,8,13,11,5,0
MOORELO01,Lowes,Moore,N,112,2118,752,59,168,227,316,89,19,159,266,706,312,156,117,55,11
MOOREMI01,Mikki,Moore,N,256,3480,1214,307,513,820,130,66,150,198,586,869,448,407,316,8,2
MOOREOT01,Otto,Moore,N,682,16893,5616,504,1539,5575,1060,186,342,0,1775,5152,2336,1550,944,0,0
MOORERI01,Richie,Moore,A,18,211,69,0,0,19,8,0,0,24,16,71,24,28,21,2,0
MOORERO01,Ron,Moore,N,14,59,24,2,6,8,1,5,0,4,21,29,9,8,6,0,0
MOORETR01,Tracy,Moore,N,119,1729,833,75,108,183,121,62,8,98,186,738,298,191,160,224,77
MORELJA01,Jackie,Moreland,A,234,7367,3046,0,0,1638,505,0,0,295,849,2925,1244,752,552,20,6
MORELJA01,Jackie,Moreland,N,348,6250,2684,0,0,1779,432,0,0,0,998,2521,1042,846,600,0,0
MORGAGU01,Guy,Morgan,N,8,46,15,6,11,17,7,2,0,2,7,24,7,4,1,0,0
MORGARE01,Rex,Morgan,N,62,416,172,0,0,91,39,0,0,0,92,152,57,85,58,0,0
MORGEEL01,Elmo,Morgenthaler,N,31,0,57,0,0,0,10,0,0,0,21,52,19,30,19,0,0
MORNIDA01,Darren,Morningstar,N,23,367,96,31,50,81,15,14,2,19,70,82,39,30,18,0,0
MORRICH01,Chris,Morris,N,747,18748,8184,1516,2028,3544,1182,917,539,1171,1750,7136,3144,1894,1399,1625,497
MORRIDW01,Dwight,Morrison,N,155,2216,555,0,0,822,135,0,0,0,393,550,218,208,119,0,0
MORRIIS01,Isaiah,Morris,N,25,102,55,6,6,12,4,3,1,8,14,57,26,4,3,0,0
MORRIJO01,John,Morrison,A,9,76,27,0,0,9,7,0,0,9,15,34,10,9,6,6,1
MORRIMA01,Max,Morris,N,62,0,781,0,0,0,194,0,0,0,172,694,252,415,277,0,0
MORRIMI01,Mike,Morrison,N,36,153,72,7,13,20,11,2,0,23,20,68,23,30,24,7,2
MORRITE01,Terence,Morris,N,117,1740,437,50,289,339,89,29,44,74,107,465,193,42,29,110,22
MORTODW01,Dwayne,Morton,N,41,395,167,21,37,58,18,11,15,27,45,129,50,85,58,25,9
MORTOJO01,John,Morton,N,128,1879,609,54,107,161,342,92,23,186,165,528,204,239,188,58,13
MORTORI01,Richard,Morton,N,2,11,6,0,0,0,1,0,0,1,2,4,3,0,0,0,0
MOSLEGL01,Glenn,Mosley,N,32,242,98,27,42,69,21,8,10,25,40,88,36,45,26,0,0
MOSSPE01,Perry,Moss,N,136,1710,536,63,147,210,168,98,18,136,228,499,207,158,114,46,8
MOTENLA01,Lawrence,Moten,N,119,1814,747,80,101,181,182,77,32,126,143,701,286,178,116,197,59
MOTTOHA01,Hanno,Mottola,N,155,2358,715,82,360,442,75,31,28,137,337,661,292,166,130,16,1
MOUNTRI01,Rick,Mount,A,283,6386,3330,0,111,475,676,55,8,350,653,2996,1298,748,613,382,121
MOURNAL01,Alonzo,Mourning,N,671,22706,12992,1757,4579,6336,910,384,1963,1975,2358,8866,4638,5254,3694,88,22
MRAZOCH01,Chuck,Mrazovich,N,23,0,76,0,0,33,12,0,0,0,48,73,24,46,28,0,0
MUELLER01,Erwin,Mueller,A,3,20,2,0,3,3,2,0,0,3,5,4,0,5,2,0,0
MUELLER01,Erwin,Mueller,N,442,9746,3285,0,0,2097,879,24,0,22,898,3066,1309,1069,667,0,0
MULLAJO01,Joe,Mullaney,N,37,0,30,0,0,0,52,0,0,0,30,70,9,15,12,0,0
MULLEBO01,Bob,Mullens,N,54,0,314,0,0,0,54,0,0,0,94,445,125,102,64,0,0
MULLICH01,Chris,Mullin,N,986,32162,17911,1026,3008,4034,3450,1530,549,2315,2050,13243,6740,4178,3616,2120,815
MULLIJE01,Jeff,Mullins,N,802,24574,13017,144,287,3427,3023,140,37,0,2165,11631,5383,2764,2251,0,0
MUNDTTO01,Todd,Mundt,N,33,151,37,11,17,28,3,2,5,3,29,41,16,8,5,0,0
MUNKCH01,Chris,Munk,N,11,29,13,5,9,14,1,1,2,5,5,7,3,12,7,0,0
MUNROGE01,George,Munroe,N,80,0,485,0,0,0,20,0,0,0,111,714,191,159,103,0,0
MURDOER01,Eric,Murdock,N,508,11882,5118,339,922,1261,2467,830,69,991,981,4310,1889,1329,1044,863,296
MURESGH01,Gheorghe,Muresan,N,307,6730,3020,658,1300,1958,150,171,455,446,958,2206,1265,761,490,1,0
MURPHAL01,Allen,Murphy,A,29,248,113,0,47,47,13,10,8,27,52,114,43,37,27,1,0
MURPHAL01,Allen,Murphy,N,2,18,5,3,1,4,0,0,0,0,5,5,1,7,3,0,0
MURPHCA01,Calvin,Murphy,N,1002,30607,17949,499,952,2103,4402,1165,51,822,3250,15030,7247,3864,3445,72,10
MURPHDI01,Dick,Murphy,N,31,0,34,0,0,0,8,0,0,0,15,75,15,9,4,0,0
MURPHJA01,Jay,Murphy,N,67,436,160,34,77,111,13,8,7,24,59,190,63,56,34,3,0
MURPHJO01,John,Murphy,N,20,0,32,0,0,0,0,0,0,0,8,40,11,15,10,0,0
MURPHRO01,Ronnie,Murphy,N,18,89,36,5,6,11,6,5,1,8,14,49,14,11,7,4,1
MURPHTO01,Tod,Murphy,N,191,4071,1049,340,601,941,183,113,88,112,382,872,396,352,239,62,18
MURPHTR01,Troy,Murphy,N,259,6946,2758,568,1489,2057,293,166,101,337,711,2362,1015,845,658,188,70
MURRAKE01,Ken,Murray,N,181,2118,1471,0,0,599,482,0,0,0,350,1617,541,521,389,0,0
MURRALA01,Lamond,Murray,N,679,17904,8090,857,2045,2902,963,667,312,1185,1405,7120,3065,1915,1459,1387,501
MURRARO01,Ronald,Murray,N,145,2965,1385,60,246,306,275,115,39,214,217,1309,531,323,232,329,91
MURRATR01,Tracy,Murray,N,659,12102,5943,496,1153,1649,508,361,161,603,1099,5070,2181,999,828,1942,753
MURREDO01,Dorie,Murrey,N,357,4486,1683,0,0,1555,226,0,0,0,827,1394,593,732,497,0,0
MURREWI01,Willie,Murrell,A,228,6747,2988,0,0,1655,233,0,0,275,640,2684,1250,659,474,46,14
MUSIAN01,Angelo,Musi,N,161,0,1359,0,0,0,117,0,0,0,284,1921,558,315,243,0,0
MUSTAJE01,Jerrod,Mustaf,N,179,1902,721,145,307,452,99,54,46,144,237,635,285,233,151,2,0
MUTOMDI01,Dikembe,Mutombo,N,1009,33829,11196,3296,8037,11333,1218,444,3099,2077,3033,7704,3986,4728,3224,2,0
MUURSMA01,Martin,Muursepp,N,83,948,389,81,100,181,50,41,25,47,154,322,137,137,95,62,20
