coachid,year,yr_order,firstname,lastname,season_win,season_loss,playoff_win,playoff_loss,team
ADELMRI01 ,1989,1,Rick,Adelman,59,23,12,9,POR
REYNOJE01 ,1989,1,Jerry,Reynolds,7,21,0,0,SAC
MOTTADI01 ,1989,2,Dick,Motta,16,38,0,0,SAC
BROWNLA01 ,1989,1,Larry,Brown,56,26,6,4,SAS
BICKEBE01 ,1989,1,Bernie,Bickerstaff,41,41,0,0,SEA
SLOANJE01 ,1989,1,Jerry,Sloan,55,27,2,3,UTA
UNSELWE01 ,1989,1,Wes,Unseld,31,51,0,0,WA1
WEISSBO01 ,1990,1,Bob,Weiss,43,39,2,3,ATL
FORDCH01  ,1990,1,Chris,Ford,56,26,5,5,BOS
LITTLGE01 ,1990,1,Gene,Littles,26,56,0,0,CHA
JACKSPH01 ,1990,1,Phil,Jackson,61,21,15,2,CHI
WILKELE01 ,1990,1,Lenny,Wilkens,33,49,0,0,CLE
ADUBARI01 ,1990,1,Richie,Adubato,28,54,0,0,DAL
WESTHPA01 ,1990,1,Paul,Westhead,20,62,0,0,DEN
DALYCH01  ,1990,1,Chuck,Daly,50,32,7,8,DET
NELSODO01 ,1990,1,Don,Nelson,44,38,4,5,GSW
CHANEDO01 ,1990,1,Don,Chaney,52,30,0,3,HOU
VERSADI01 ,1990,1,Dick,Versace,9,16,0,0,IND
HILLBO01  ,1990,2,Bob,Hill,32,25,2,3,IND
SCHULMI01 ,1990,1,Mike,Schuler,31,51,0,0,LAC
DUNLEMI01 ,1990,1,Mike,Dunleavy,58,24,12,7,LAL
ROTHSRO01 ,1990,1,Ron,Rothstein,24,58,0,0,MIA
HARRIDE01 ,1990,1,Del,Harris,48,34,0,3,MIL
MUSSEBI01 ,1990,1,Bill,Musselman,29,53,0,0,MIN
FITCHBI01 ,1990,1,Bill,Fitch,26,56,0,0,NJN
JACKSST01 ,1990,1,Stu,Jackson,7,8,0,0,NYK
MACLEJO01 ,1990,2,John,MacLeod,32,35,0,3,NYK
GUOKAMA01 ,1990,1,Matt,Guokas,31,51,0,0,ORL
LYNAMJI01 ,1990,1,Jim,Lynam,44,38,4,4,PHI
FITZSCO01 ,1990,1,Cotton,Fitzsimmons,55,27,1,3,PHO
ADELMRI01 ,1990,1,Rick,Adelman,63,19,9,7,POR
MOTTADI01 ,1990,1,Dick,Motta,25,57,0,0,SAC
BROWNLA01 ,1990,1,Larry,Brown,55,27,1,3,SAS
JONESKC01 ,1990,1,KC,Jones,41,41,2,3,SEA
SLOANJE01 ,1990,1,Jerry,Sloan,54,28,4,5,UTA
UNSELWE01 ,1990,1,Wes,Unseld,30,52,0,0,WA1
WEISSBO01 ,1991,1,Bob,Weiss,38,44,0,3,ATL
FORDCH01  ,1991,1,Chris,Ford,51,31,6,5,BOS
BRISTAL01 ,1991,1,Allan,Bristow,31,51,0,0,CHA
JACKSPH01 ,1991,1,Phil,Jackson,67,15,15,7,CHI
WILKELE01 ,1991,1,Lenny,Wilkens,57,25,9,8,CLE
ADUBARI01 ,1991,1,Richie,Adubato,22,60,0,0,DAL
WESTHPA01 ,1991,1,Paul,Westhead,24,58,0,0,DEN
DALYCH01  ,1991,1,Chuck,Daly,48,34,2,3,DET
NELSODO01 ,1991,1,Don,Nelson,55,27,1,3,GSW
CHANEDO01 ,1991,1,Don,Chaney,26,26,0,0,HOU
TOMJARU01 ,1991,2,Rudy,Tomjanovich,16,14,0,0,HOU
HILLBO01  ,1991,1,Bob,Hill,40,42,0,3,IND
SCHULMI01 ,1991,1,Mike,Schuler,22,25,0,0,LAC
BROWNLA01 ,1991,2,Larry,Brown,23,12,2,3,LAC
DUNLEMI01 ,1991,1,Mike,Dunleavy,43,39,1,3,LAL
LOUGHKE01 ,1991,1,Kevin,Loughery,38,44,0,3,MIA
HARRIDE01 ,1991,1,Del,Harris,6,9,0,0,MIL
HAMBLFR01 ,1991,2,Frank,Hamblen,25,42,0,0,MIL
RODGEJI01 ,1991,1,Jimmy,Rodgers,15,67,0,0,MIN
FITCHBI01 ,1991,1,Bill,Fitch,40,42,1,3,NJN
RILEYPA01 ,1991,1,Pat,Riley,51,31,6,6,NYK
GUOKAMA01 ,1991,1,Matt,Guokas,21,61,0,0,ORL
LYNAMJI01 ,1991,1,Jim,Lynam,35,47,0,0,PHI
FITZSCO01 ,1991,1,Cotton,Fitzsimmons,53,29,4,4,PHO
ADELMRI01 ,1991,1,Rick,Adelman,57,25,13,8,POR
MOTTADI01 ,1991,1,Dick,Motta,7,18,0,0,SAC
HUGHERE01 ,1991,2,Rex,Hughes,22,35,0,0,SAC
BROWNLA01 ,1991,1,Larry,Brown,21,17,0,0,SAS
BASSBO01  ,1991,2,Bob,Bass,26,18,0,3,SAS
JONESKC01 ,1991,1,KC,Jones,18,18,0,0,SEA
KLOPPBO01 ,1991,2,Bob,Kloppenburg,2,2,0,0,SEA
KARLGE01  ,1991,3,George,Karl,27,15,4,5,SEA
SLOANJE01 ,1991,1,Jerry,Sloan,55,27,9,7,UTA
UNSELWE01 ,1991,1,Wes,Unseld,25,57,0,0,WA1
WEISSBO01 ,1992,1,Bob,Weiss,43,39,0,3,ATL
FORDCH01  ,1992,1,Chris,Ford,48,34,1,3,BOS
BRISTAL01 ,1992,1,Allan,Bristow,44,38,4,5,CHA
JACKSPH01 ,1992,1,Phil,Jackson,57,25,15,4,CHI
WILKELE01 ,1992,1,Lenny,Wilkens,54,28,3,6,CLE
ADUBARI01 ,1992,1,Richie,Adubato,2,27,0,0,DAL
HEARDGA01 ,1992,2,Gar,Heard,9,44,0,0,DAL
ISSELDA01 ,1992,1,Dan,Issel,36,46,0,0,DEN
ROTHSRO01 ,1992,1,Ron,Rothstein,40,42,0,0,DET
NELSODO01 ,1992,1,Don,Nelson,34,48,0,0,GSW
TOMJARU01 ,1992,1,Rudy,Tomjanovich,55,27,6,6,HOU
HILLBO01  ,1992,1,Bob,Hill,41,41,1,3,IND
BROWNLA01 ,1992,1,Larry,Brown,41,41,2,3,LAC
PFUNDRA01 ,1992,1,Randy,Pfund,39,43,2,3,LAL
LOUGHKE01 ,1992,1,Kevin,Loughery,36,46,0,0,MIA
DUNLEMI01 ,1992,1,Mike,Dunleavy,28,54,0,0,MIL
RODGEJI01 ,1992,1,Jimmy,Rodgers,6,23,0,0,MIN
LOWESI01  ,1992,2,Sidney,Lowe,13,40,0,0,MIN
DALYCH01  ,1992,1,Chuck,Daly,43,39,2,3,NJN
RILEYPA01 ,1992,1,Pat,Riley,60,22,9,6,NYK
GUOKAMA01 ,1992,1,Matt,Guokas,41,41,0,0,ORL
MOEDO01   ,1992,1,Doug,Moe,19,37,0,0,PHI
CARTEFR01 ,1992,2,Fred,Carter,7,19,0,0,PHI
WESTPPA01 ,1992,1,Paul,Westphal,62,20,13,11,PHO
ADELMRI01 ,1992,1,Rick,Adelman,51,31,1,3,POR
STJEAGA01 ,1992,1,Garry,StJean,25,57,0,0,SAC
TARKAJE01 ,1992,1,Jerry,Tarkanian,9,11,0,0,SAS
LUCASJO01 ,1992,2,John,Lucas,40,22,5,5,SAS
HUGHERE01 ,1992,2,Rex,Hughes,1,0,0,0,SAS
KARLGE01  ,1992,1,George,Karl,55,27,10,9,SEA
SLOANJE01 ,1992,1,Jerry,Sloan,47,35,2,3,UTA
UNSELWE01 ,1992,1,Wes,Unseld,22,60,0,0,WA1
WILKELE01 ,1993,1,Lenny,Wilkens,57,25,5,6,ATL
FORDCH01  ,1993,1,Chris,Ford,32,50,0,0,BOS
BRISTAL01 ,1993,1,Allan,Bristow,41,41,0,0,CHA
JACKSPH01 ,1993,1,Phil,Jackson,55,27,6,4,CHI
FRATEMI01 ,1993,1,Mike,Fratello,47,35,0,3,CLE
BUCKNQU01 ,1993,1,Quinn,Buckner,13,69,0,0,DAL
ISSELDA01 ,1993,1,Dan,Issel,42,40,6,6,DEN
ROTHSRO01 ,1993,1,Ron,Rothstein,20,62,0,0,DET
NELSODO01 ,1993,1,Don,Nelson,50,32,0,3,GSW
TOMJARU01 ,1993,1,Rudy,Tomjanovich,58,24,15,8,HOU
BROWNLA01 ,1993,1,Larry,Brown,47,35,10,6,IND
WEISSBO01 ,1993,1,Bob,Weiss,27,55,0,0,LAC
PFUNDRA01 ,1993,1,Randy,Pfund,28,39,0,0,LAL
JOHNSMA01 ,1993,2,Magic,Johnson,5,10,0,0,LAL
LOUGHKE01 ,1993,1,Kevin,Loughery,42,40,2,3,MIA
DUNLEMI01 ,1993,1,Mike,Dunleavy,20,62,0,0,MIL
LOWESI01  ,1993,1,Sidney,Lowe,20,62,0,0,MIN
DALYCH01  ,1993,1,Chuck,Daly,45,37,1,3,NJN
RILEYPA01 ,1993,1,Pat,Riley,57,25,14,11,NYK
HILLBR01  ,1993,1,Brian,Hill,50,32,0,3,ORL
CARTEFR01 ,1993,1,Fred,Carter,25,57,0,0,PHI
WESTPPA01 ,1993,1,Paul,Westphal,56,26,6,4,PHO
ADELMRI01 ,1993,1,Rick,Adelman,47,35,1,3,POR
STJEAGA01 ,1993,1,Garry,StJean,28,54,0,0,SAC
LUCASJO01 ,1993,1,John,Lucas,55,27,1,3,SAS
KARLGE01  ,1993,1,George,Karl,63,19,2,3,SEA
SLOANJE01 ,1993,1,Jerry,Sloan,53,29,8,8,UTA
UNSELWE01 ,1993,1,Wes,Unseld,24,58,0,0,WA1
WILKELE01 ,1994,1,Lenny,Wilkens,42,40,0,3,ATL
FORDCH01  ,1994,1,Chris,Ford,35,47,1,3,BOS
BRISTAL01 ,1994,1,Allan,Bristow,50,32,1,3,CHA
JACKSPH01 ,1994,1,Phil,Jackson,47,35,5,5,CHI
FRATEMI01 ,1994,1,Mike,Fratello,43,39,1,3,CLE
MOTTADI01 ,1994,1,Dick,Motta,36,46,0,0,DAL
ISSELDA01 ,1994,1,Dan,Issel,18,16,0,0,DEN
LITTLGE01 ,1994,2,Gene,Littles,3,13,0,0,DEN
BICKEBE01 ,1994,3,Bernie,Bickerstaff,20,12,0,3,DEN
CHANEDO01 ,1994,1,Don,Chaney,28,54,0,0,DET
NELSODO01 ,1994,1,Don,Nelson,14,31,0,0,GSW
LANIEBO01 ,1994,2,Bob,Lanier,12,25,0,0,GSW
TOMJARU01 ,1994,1,Rudy,Tomjanovich,47,35,15,7,HOU
BROWNLA01 ,1994,1,Larry,Brown,52,30,10,7,IND
FITCHBI01 ,1994,1,Bill,Fitch,17,65,0,0,LAC
HARRIDE01 ,1994,1,Del,Harris,48,34,5,5,LAL
LOUGHKE01 ,1994,1,Kevin,Loughery,17,29,0,0,MIA
GENTRAL01 ,1994,2,Alvin,Gentry,15,21,0,0,MIA
DUNLEMI01 ,1994,1,Mike,Dunleavy,34,48,0,0,MIL
BLAIRBI01 ,1994,1,Bill,Blair,21,61,0,0,MIN
BEARDBU01 ,1994,1,Butch,Beard,30,52,0,0,NJN
RILEYPA01 ,1994,1,Pat,Riley,55,27,6,5,NYK
HILLBR01  ,1994,1,Brian,Hill,57,25,11,10,ORL
LUCASJO01 ,1994,1,John,Lucas,24,58,0,0,PHI
WESTPPA01 ,1994,1,Paul,Westphal,59,23,6,4,PHO
CARLEPJ01 ,1994,1,PJ,Carlesimo,44,38,0,3,POR
STJEAGA01 ,1994,1,Garry,StJean,39,43,0,0,SAC
HILLBO01  ,1994,1,Bob,Hill,62,20,9,6,SAS
KARLGE01  ,1994,1,George,Karl,57,25,1,3,SEA
SLOANJE01 ,1994,1,Jerry,Sloan,60,22,2,3,UTA
LYNAMJI01 ,1994,1,Jim,Lynam,21,61,0,0,WA1
WILKELE01 ,1995,1,Lenny,Wilkens,46,36,4,5,ATL
CARRML01  ,1995,1,ML,Carr,33,49,0,0,BOS
BRISTAL01 ,1995,1,Allan,Bristow,41,41,0,0,CHA
JACKSPH01 ,1995,1,Phil,Jackson,72,10,15,3,CHI
FRATEMI01 ,1995,1,Mike,Fratello,47,35,0,3,CLE
MOTTADI01 ,1995,1,Dick,Motta,26,56,0,0,DAL
BICKEBE01 ,1995,1,Bernie,Bickerstaff,35,47,0,0,DEN
COLLIDO01 ,1995,1,Doug,Collins,46,36,0,3,DET
ADELMRI01 ,1995,1,Rick,Adelman,36,46,0,0,GSW
TOMJARU01 ,1995,1,Rudy,Tomjanovich,48,34,3,5,HOU
BROWNLA01 ,1995,1,Larry,Brown,52,30,2,3,IND
FITCHBI01 ,1995,1,Bill,Fitch,29,53,0,0,LAC
HARRIDE01 ,1995,1,Del,Harris,53,29,1,3,LAL
RILEYPA01 ,1995,1,Pat,Riley,42,40,0,3,MIA
DUNLEMI01 ,1995,1,Mike,Dunleavy,25,57,0,0,MIL
BLAIRBI01 ,1995,1,Bill,Blair,6,14,0,0,MIN
SAUNDFL01 ,1995,2,Flip,Saunders,20,42,0,0,MIN
BEARDBU01 ,1995,1,Butch,Beard,30,52,0,0,NJN
NELSODO01 ,1995,1,Don,Nelson,34,25,0,0,NYK
VANGUJE01 ,1995,2,Jeff,Van Gundy,13,10,4,4,NYK
HILLBR01  ,1995,1,Brian,Hill,60,22,7,5,ORL
LUCASJO01 ,1995,1,John,Lucas,18,64,0,0,PHI
WESTPPA01 ,1995,1,Paul,Westphal,14,19,0,0,PHO
FITZSCO01 ,1995,2,Cotton,Fitzsimmons,27,22,1,3,PHO
CARLEPJ01 ,1995,1,PJ,Carlesimo,44,38,2,3,POR
STJEAGA01 ,1995,1,Garry,StJean,39,43,1,3,SAC
HILLBO01  ,1995,1,Bob,Hill,59,23,5,5,SAS
KARLGE01  ,1995,1,George,Karl,64,18,13,8,SEA
MALONBR01 ,1995,1,Brendan,Malone,21,61,0,0,TOR
SLOANJE01 ,1995,1,Jerry,Sloan,55,27,10,8,UTA
WINTEBR01 ,1995,1,Brian,Winters,15,67,0,0,VAN
LYNAMJI01 ,1995,1,Jim,Lynam,39,43,0,0,WA1
WILKELE01 ,1996,1,Lenny,Wilkens,56,26,4,5,ATL
CARRML01  ,1996,1,ML,Carr,15,67,0,0,BOS
COWENDA01 ,1996,1,Dave,Cowens,54,28,0,3,CHA
JACKSPH01 ,1996,1,Phil,Jackson,69,13,15,4,CHI
FRATEMI01 ,1996,1,Mike,Fratello,42,40,0,0,CLE
CLEAMJI01 ,1996,1,Jim,Cleamons,24,58,0,0,DAL
BICKEBE01 ,1996,1,Bernie,Bickerstaff,4,9,0,0,DEN
MOTTADI01 ,1996,2,Dick,Motta,17,52,0,0,DEN
COLLIDO01 ,1996,1,Doug,Collins,54,28,2,3,DET
ADELMRI01 ,1996,1,Rick,Adelman,30,52,0,0,GSW
TOMJARU01 ,1996,1,Rudy,Tomjanovich,57,25,9,7,HOU
BROWNLA01 ,1996,1,Larry,Brown,39,43,0,0,IND
FITCHBI01 ,1996,1,Bill,Fitch,36,46,0,3,LAC
HARRIDE01 ,1996,1,Del,Harris,56,26,4,5,LAL
RILEYPA01 ,1996,1,Pat,Riley,61,21,8,9,MIA
FORDCH01  ,1996,1,Chris,Ford,33,49,0,0,MIL
SAUNDFL01 ,1996,1,Flip,Saunders,40,42,0,3,MIN
CALIPJO01 ,1996,1,John,Calipari,26,56,0,0,NJN
VANGUJE01 ,1996,1,Jeff,Van Gundy,57,25,6,4,NYK
HILLBR01  ,1996,1,Brian,Hill,24,25,0,0,ORL
ADUBARI01 ,1996,2,Richie,Adubato,21,12,3,2,ORL
DAVISJO01 ,1996,1,Johnny,Davis,22,60,0,0,PHI
FITZSCO01 ,1996,1,Cotton,Fitzsimmons,0,8,0,0,PHO
AINGEDA01 ,1996,2,Danny,Ainge,40,34,2,3,PHO
CARLEPJ01 ,1996,1,PJ,Carlesimo,49,33,1,3,POR
STJEAGA01 ,1996,1,Garry,StJean,28,39,0,0,SAC
JORDAED01 ,1996,2,Eddie,Jordan,6,9,0,0,SAC
HILLBO01  ,1996,1,Bob,Hill,3,15,0,0,SAS
POPOVGR01 ,1996,2,Gregg,Popovich,17,47,0,0,SAS
KARLGE01  ,1996,1,George,Karl,57,25,6,6,SEA
WALKEDA01 ,1996,1,Darrell,Walker,30,52,0,0,TOR
SLOANJE01 ,1996,1,Jerry,Sloan,64,18,13,7,UTA
WINTEBR01 ,1996,1,Brian,Winters,8,35,0,0,VAN
JACKSST01 ,1996,2,Stu,Jackson,6,33,0,0,VAN
LYNAMJI01 ,1996,1,Jim,Lynam,22,24,0,0,WA1
BICKEBE01 ,1996,2,Bernie,Bickerstaff,22,14,0,3,WA1
WILKELE01 ,1997,1,Lenny,Wilkens,50,32,1,3,ATL
PITINRI01 ,1997,1,Rick,Pitino,36,46,0,0,BOS
COWENDA01 ,1997,1,Dave,Cowens,51,31,4,5,CHA
JACKSPH01 ,1997,1,Phil,Jackson,62,20,15,6,CHI
FRATEMI01 ,1997,1,Mike,Fratello,47,35,1,3,CLE
CLEAMJI01 ,1997,1,Jim,Cleamons,4,12,0,0,DAL
NELSODO01 ,1997,2,Don,Nelson,16,50,0,0,DAL
HANZLBI01 ,1997,1,Bill,Hanzlik,11,71,0,0,DEN
COLLIDO01 ,1997,1,Doug,Collins,21,24,0,0,DET
GENTRAL01 ,1997,2,Alvin,Gentry,16,21,0,0,DET
CARLEPJ01 ,1997,1,PJ,Carlesimo,19,63,0,0,GSW
TOMJARU01 ,1997,1,Rudy,Tomjanovich,41,41,2,3,HOU
BIRDLA01  ,1997,1,Larry,Bird,58,24,10,6,IND
FITCHBI01 ,1997,1,Bill,Fitch,17,65,0,0,LAC
HARRIDE01 ,1997,1,Del,Harris,61,21,7,6,LAL
RILEYPA01 ,1997,1,Pat,Riley,55,27,2,3,MIA
FORDCH01  ,1997,1,Chris,Ford,36,46,0,0,MIL
SAUNDFL01 ,1997,1,Flip,Saunders,45,37,2,3,MIN
CALIPJO01 ,1997,1,John,Calipari,43,39,0,3,NJN
VANGUJE01 ,1997,1,Jeff,Van Gundy,43,39,4,6,NYK
DALYCH01  ,1997,1,Chuck,Daly,41,41,0,0,ORL
BROWNLA01 ,1997,1,Larry,Brown,31,51,0,0,PHI
AINGEDA01 ,1997,1,Danny,Ainge,56,26,1,3,PHO
DUNLEMI01 ,1997,1,Mike,Dunleavy,46,36,1,3,POR
JORDAED01 ,1997,1,Eddie,Jordan,27,55,0,0,SAC
POPOVGR01 ,1997,1,Gregg,Popovich,56,26,4,5,SAS
KARLGE01  ,1997,1,George,Karl,61,21,4,6,SEA
WALKEDA01 ,1997,1,Darrell,Walker,11,38,0,0,TOR
CARTEBU01 ,1997,2,Butch,Carter,5,28,0,0,TOR
SLOANJE01 ,1997,1,Jerry,Sloan,62,20,13,7,UTA
HILLBR01  ,1997,1,Brian,Hill,19,63,0,0,VAN
BICKEBE01 ,1997,1,Bernie,Bickerstaff,42,40,0,0,WAS
WILKELE01 ,1998,1,Lenny,Wilkens,31,19,3,6,ATL
PITINRI01 ,1998,1,Rick,Pitino,19,31,0,0,BOS
COWENDA01 ,1998,1,Dave,Cowens,4,11,0,0,CHA
SILASPA01 ,1998,1,Paul,Silas,22,13,0,0,CHA
FLOYDTI01 ,1998,1,Tim,Floyd,13,37,0,0,CHI
FRATEMI01 ,1998,1,Mike,Fratello,22,28,0,0,CLE
NELSODO01 ,1998,1,Don,Nelson,19,31,0,0,DAL
DANTOMI01 ,1998,1,Mike,D'Antoni,14,36,0,0,DEN
GENTRAL01 ,1998,1,Alvin,Gentry,29,21,2,3,DET
CARLEPJ01 ,1998,1,PJ,Carlesimo,21,29,0,0,GSW
TOMJARU01 ,1998,1,Rudy,Tomjanovich,31,19,1,3,HOU
BIRDLA01  ,1998,1,Larry,Bird,33,17,9,4,IND
FORDCH01  ,1998,1,Chris,Ford,9,41,0,0,LAC
HARRIDE01 ,1998,1,Del,Harris,6,6,0,0,LAL
BERTKBI01 ,1998,2,Bill,Bertka,1,0,0,0,LAL
RAMBIKU01 ,1998,3,Kurt,Rambis,24,13,3,5,LAL
RILEYPA01 ,1998,1,Pat,Riley,33,17,2,3,MIA
KARLGE01  ,1998,1,George,Karl,28,22,0,3,MIL
SAUNDFL01 ,1998,1,Flip,Saunders,25,25,1,3,MIN
CALIPJO01 ,1998,1,John,Calipari,3,17,0,0,NJN
CASEYDO01 ,1998,2,Don,Casey,13,17,0,0,NJN
VANGUJE01 ,1998,1,Jeff,Van Gundy,27,23,12,8,NYK
DALYCH01  ,1998,1,Chuck,Daly,33,17,1,3,ORL
BROWNLA01 ,1998,1,Larry,Brown,28,22,3,5,PHI
AINGEDA01 ,1998,1,Danny,Ainge,27,23,0,3,PHO
DUNLEMI01 ,1998,1,Mike,Dunleavy,35,15,7,6,POR
ADELMRI01 ,1998,1,Rick,Adelman,27,23,2,3,SAC
POPOVGR01 ,1998,1,Gregg,Popovich,37,13,15,2,SAS
WESTPPA01 ,1998,1,Paul,Westphal,25,25,0,0,SEA
CARTEBU01 ,1998,1,Butch,Carter,23,27,0,0,TOR
SLOANJE01 ,1998,1,Jerry,Sloan,37,13,5,6,UTA
HILLBR01  ,1998,1,Brian,Hill,8,42,0,0,VAN
BICKEBE01 ,1998,1,Bernie,Bickerstaff,13,19,0,0,WAS
BROVEJI01 ,1998,2,Jim,Brovelli,5,13,0,0,WAS
WILKELE01 ,1999,1,Lenny,Wilkens,28,54,0,0,ATL
PITINRI01 ,1999,1,Rick,Pitino,35,47,0,0,BOS
SILASPA01 ,1999,1,Paul,Silas,49,33,1,3,CHA
FLOYDTI01 ,1999,1,Tim,Floyd,17,65,0,0,CHI
WITTMRA01 ,1999,1,Randy,Wittman,32,50,0,0,CLE
NELSODO01 ,1999,1,Don,Nelson,40,42,0,0,DAL
ISSELDA01 ,1999,1,Dan,Issel,35,47,0,0,DEN
GENTRAL01 ,1999,1,Alvin,Gentry,28,30,0,0,DET
IRVINGE01 ,1999,2,George,Irvine,14,10,0,3,DET
CARLEPJ01 ,1999,1,PJ,Carlesimo,6,21,0,0,GSW
STJEAGA01 ,1999,2,Garry,StJean,13,42,0,0,GSW
TOMJARU01 ,1999,1,Rudy,Tomjanovich,34,48,0,0,HOU
BIRDLA01  ,1999,1,Larry,Bird,56,26,13,10,IND
FORDCH01  ,1999,1,Chris,Ford,11,34,0,0,LAC
TODDJI01  ,1999,2,Jim,Todd,4,33,0,0,LAC
JACKSPH01 ,1999,1,Phil,Jackson,67,15,15,8,LAL
RILEYPA01 ,1999,1,Pat,Riley,52,30,6,4,MIA
KARLGE01  ,1999,1,George,Karl,42,40,2,3,MIL
SAUNDFL01 ,1999,1,Flip,Saunders,50,32,1,3,MIN
CASEYDO01 ,1999,1,Don,Casey,31,51,0,0,NJN
VANGUJE01 ,1999,1,Jeff,Van Gundy,50,32,9,7,NYK
RIVERDO01 ,1999,1,Doc,Rivers,41,41,0,0,ORL
BROWNLA01 ,1999,1,Larry,Brown,49,33,5,5,PHI
AINGEDA01 ,1999,1,Danny,Ainge,13,7,0,0,PHO
SKILESC01 ,1999,2,Scott,Skiles,40,22,4,5,PHO
DUNLEMI01 ,1999,1,Mike,Dunleavy,59,23,10,6,POR
ADELMRI01 ,1999,1,Rick,Adelman,44,38,2,3,SAC
POPOVGR01 ,1999,1,Gregg,Popovich,53,29,1,3,SAS
WESTPPA01 ,1999,1,Paul,Westphal,45,37,2,3,SEA
CARTEBU01 ,1999,1,Butch,Carter,45,37,0,3,TOR
SLOANJE01 ,1999,1,Jerry,Sloan,55,27,4,6,UTA
HILLBR01  ,1999,1,Brian,Hill,4,18,0,0,VAN
HOLLILI01 ,1999,2,Lionel,Hollins,18,42,0,0,VAN
WALKEDA01 ,1999,1,Darrell,Walker,15,23,0,0,WAS
HEARDGA01 ,1999,2,Gar,Heard,14,30,0,0,WAS
KRUGELO01 ,2000,1,Lon,Kruger,25,57,0,0,ATL
PITINRI01 ,2000,1,Rick,Pitino,12,22,0,0,BOS
OBRIEJI01 ,2000,2,Jim,O'Brien,24,24,0,0,BOS
SILASPA01 ,2000,1,Paul,Silas,46,36,6,4,CHA
FLOYDTI01 ,2000,1,Tim,Floyd,15,67,0,0,CHI
WITTMRA01 ,2000,1,Randy,Wittman,30,52,0,0,CLE
NELSODO01 ,2000,1,Don,Nelson,53,29,4,6,DAL
NELSODO02 ,2000,2,Donn,Nelson,13,8,0,0,DAL
ISSELDA01 ,2000,1,Dan,Issel,40,42,0,0,DEN
IRVINGE01 ,2000,1,George,Irvine,32,50,0,0,DET
COWENDA01 ,2000,1,Dave,Cowens,17,65,0,0,GSW
TOMJARU01 ,2000,1,Rudy,Tomjanovich,45,37,0,0,HOU
THOMAIS01 ,2000,1,Isiah,Thomas,41,41,1,3,IND
GENTRAL01 ,2000,1,Alvin,Gentry,31,51,0,0,LAC
JACKSPH01 ,2000,1,Phil,Jackson,56,26,15,1,LAL
RILEYPA01 ,2000,1,Pat,Riley,50,32,0,3,MIA
KARLGE01  ,2000,1,George,Karl,52,30,10,8,MIL
SAUNDFL01 ,2000,1,Flip,Saunders,47,35,1,3,MIN
SCOTTBY01 ,2000,1,Byron,Scott,26,56,0,0,NJN
VANGUJE01 ,2000,1,Jeff,Van Gundy,48,34,2,3,NYK
RIVERDO01 ,2000,1,Doc,Rivers,43,39,1,3,ORL
BROWNLA01 ,2000,1,Larry,Brown,56,26,12,11,PHI
SKILESC01 ,2000,1,Scott,Skiles,51,31,1,3,PHO
DUNLEMI01 ,2000,1,Mike,Dunleavy,50,32,0,3,POR
ADELMRI01 ,2000,1,Rick,Adelman,55,27,3,5,SAC
POPOVGR01 ,2000,1,Gregg,Popovich,58,24,7,6,SAS
WESTPPA01 ,2000,1,Paul,Westphal,6,9,0,0,SEA
MCMILNA01 ,2000,2,Nate,McMillan,38,29,0,0,SEA
WILKELE01 ,2000,1,Lenny,Wilkens,47,35,6,6,TOR
SLOANJE01 ,2000,1,Jerry,Sloan,53,29,2,3,UTA
LOWESI01  ,2000,1,Sidney,Lowe,23,59,0,0,VAN
HAMILLE01 ,2000,1,Leonard,Hamilton,19,63,0,0,WAS
KRUGELO01 ,2001,1,Lon,Kruger,33,49,0,0,ATL
OBRIEJI01 ,2001,1,Jim,O'Brien,49,33,9,7,BOS
SILASPA01 ,2001,1,Paul,Silas,44,38,4,5,CHA
FLOYDTI01 ,2001,1,Tim,Floyd,4,21,0,0,CHI
BERRYBI01 ,2001,2,Bill,Berry,0,2,0,0,CHI
CARTWBI01 ,2001,3,Bill,Cartwright,17,38,0,0,CHI
LUCASJO01 ,2001,1,John,Lucas,29,53,0,0,CLE
NELSODO01 ,2001,1,Don,Nelson,57,25,4,4,DAL
ISSELDA01 ,2001,1,Dan,Issel,9,17,0,0,DEN
EVANSMI01 ,2001,2,Mike,Evans,18,38,0,0,DEN
CARLIRI01 ,2001,1,Rick,Carlisle,50,32,4,6,DET
COWENDA01 ,2001,1,Dave,Cowens,8,15,0,0,GSW
WINTEBR01 ,2001,2,Brian,Winters,13,46,0,0,GSW
TOMJARU01 ,2001,1,Rudy,Tomjanovich,28,54,0,0,HOU
THOMAIS01 ,2001,1,Isiah,Thomas,42,40,2,3,IND
GENTRAL01 ,2001,1,Alvin,Gentry,39,43,0,0,LAC
JACKSPH01 ,2001,1,Phil,Jackson,58,24,15,4,LAL
LOWESI01  ,2001,1,Sidney,Lowe,23,59,0,0,MEM
RILEYPA01 ,2001,1,Pat,Riley,36,46,0,0,MIA
KARLGE01  ,2001,1,George,Karl,41,41,0,0,MIL
SAUNDFL01 ,2001,1,Flip,Saunders,50,32,0,3,MIN
SCOTTBY01 ,2001,1,Byron,Scott,52,30,11,9,NJN
VANGUJE01 ,2001,1,Jeff,Van Gundy,10,9,0,0,NYK
CHANEDO01 ,2001,2,Don,Chaney,20,43,0,0,NYK
RIVERDO01 ,2001,1,Doc,Rivers,44,38,1,3,ORL
BROWNLA01 ,2001,1,Larry,Brown,43,39,2,3,PHI
