ilkid,firstname,lastname,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
EDMONBO01 ,Bobby,Edmonds,A,3,47,19,0,0,18,2,0,0,0,12,14,6,9,7,0,0
EDMONKE01 ,Keith,Edmonson,N,1,2,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0
EDNEYTY01 ,Tyus,Edney,N,6,131,52,10,2,12,14,9,0,9,12,49,20,13,10,9,2
EDWARBL01 ,Blue,Edwards,N,34,722,265,65,38,103,44,40,6,55,101,226,107,60,46,16,5
EDWARDO01 ,Doug,Edwards,N,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EDWARFR01 ,Franklin,Edwards,N,21,133,73,10,4,14,22,8,0,8,7,52,25,26,22,1,1
EDWARJA01 ,James,Edwards,N,111,2212,1030,244,110,354,84,17,46,126,325,853,399,340,232,3,0
EDWARKE01 ,Kevin,Edwards,N,7,203,64,14,9,23,16,7,1,14,12,63,23,22,18,2,0
EGANJO01  ,Johnny,Egan,N,42,956,423,0,0,67,131,0,0,0,97,369,165,117,93,0,0
EHLOCR01  ,Craig,Ehlo,N,76,1843,616,165,57,222,222,77,13,91,154,572,234,124,91,166,57
EISLEHO01 ,Howard,Eisley,N,88,1420,461,113,17,130,233,36,12,105,167,422,162,105,93,124,44
ELIEMA01  ,Mario,Elie,N,116,3054,985,240,102,342,264,94,16,142,260,719,325,293,245,245,90
ELLIOSE01 ,Sean,Elliott,N,85,2836,1118,261,80,341,207,59,37,147,220,862,384,346,277,205,73
ELLISAL01 ,Alexander,Ellis,N,16,291,96,0,0,105,18,0,0,0,37,90,37,39,22,0,0
ELLISBO01 ,Bo,Ellis,N,15,194,52,0,0,47,9,8,9,0,27,46,19,17,14,0,0
ELLISDA01 ,Dale,Ellis,N,73,1981,1011,163,110,273,92,51,14,97,163,909,403,171,134,202,71
ELLISJO01 ,Joe,Ellis,N,38,575,202,0,0,131,23,0,0,0,75,270,83,52,36,0,0
ELLISLA01 ,Laphonso,Ellis,N,16,513,201,77,34,111,26,10,14,24,59,165,77,62,44,7,3
ELLISLE01 ,Leroy,Ellis,N,64,1487,463,0,0,463,44,0,0,0,152,424,175,163,113,0,0
ELLISLE02 ,Leron,Ellis,N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELLISPE01 ,Pervis,Ellison,N,4,68,24,6,11,17,2,2,5,4,17,19,11,2,2,0,0
ELMORLE01 ,Len,Elmore,A,21,633,210,0,0,160,20,0,0,0,84,220,92,38,26,0,0
ELMORLE01 ,Len,Elmore,N,11,146,36,24,12,36,4,5,3,8,16,35,15,8,6,0,0
ELSONFR01 ,Francisco,Elson,N,5,66,15,11,1,12,2,2,1,3,14,13,7,2,1,0,0
EMBRYWA01 ,Wayne,Embry,N,56,1347,566,0,0,448,64,0,0,0,206,514,215,211,136,0,0
ENGLECH01 ,Chris,Engler,N,1,6,2,2,0,2,0,0,0,0,2,1,1,0,0,0,0
ENGLIAL01 ,Alex,English,N,68,2427,1661,179,150,371,293,47,32,130,188,1328,668,377,325,8,0
ENGLIJO01 ,Jojo,English,N,7,58,14,2,1,3,2,1,1,1,4,12,5,6,3,4,1
ENGLUGE01 ,Gene,Englund,N,2,0,11,0,0,0,1,0,0,0,6,5,1,11,9,0,0
ERICKKE01 ,Keith,Erickson,N,87,2393,872,0,0,386,216,0,0,0,286,806,364,189,144,0,0
ERVINJU01 ,Julius,Erving,A,48,2064,1482,0,0,617,247,0,0,0,141,1122,582,400,318,0,0
ERVINJU01 ,Julius,Erving,N,141,5288,3088,455,250,994,594,194,216,323,403,2441,1187,908,707,36,7
ESCHMEV01 ,Evan,Eschmeyer,N,8,40,6,4,3,7,3,3,2,0,10,7,3,0,0,0,0
EVANSBO01 ,Bob,Evans,N,2,0,2,0,0,0,0,0,0,0,3,4,1,0,0,0,0
EVANSBR01 ,Brian,Evans,N,5,11,2,1,0,1,2,1,0,0,0,1,1,0,0,0,0
EVANSMA01 ,Maurice,Evans,N,3,56,18,5,2,7,3,2,0,0,6,10,6,5,4,4,2
EVANSMI01 ,Mike,Evans,N,58,1071,526,86,20,106,160,43,7,97,127,485,201,97,80,155,44
EVANSRE01 ,Reggie,Evans,N,11,208,41,54,27,81,5,5,3,11,31,37,15,21,11,0,0
EWINGPA01 ,Patrick,Ewing,N,139,5207,2813,1098,337,1435,275,122,303,345,522,2353,1104,831,597,23,8
FAIRCJO01 ,John,Fairchild,A,9,85,42,0,0,21,3,0,0,0,13,44,19,6,4,0,0
FARLEDI01 ,Dick,Farley,N,22,370,150,0,0,40,51,0,0,0,66,140,58,57,34,0,0
FARMEJI01 ,Jim,Farmer,N,5,14,4,1,3,4,1,0,0,2,2,8,2,0,0,1,0
FARMEMI01 ,Mike,Farmer,N,25,422,129,0,0,79,36,0,0,0,45,129,53,32,23,0,0
FEERIBO01 ,Bob,Feerick,N,2,0,9,0,0,0,6,0,0,0,10,12,3,4,3,0,0
FEITLDA01 ,Dave,Feitl,N,7,11,4,2,0,2,0,0,0,1,0,2,1,2,2,0,0
FELIXRA01 ,Ray,Felix,N,38,836,301,0,0,290,29,0,0,0,143,253,106,127,89,0,0
FENDLJA01 ,Jake,Fendley,N,2,6,2,0,0,2,1,0,0,0,3,4,1,0,0,0,0
FERNSER01 ,Eric,Fernsten,N,20,46,13,5,6,11,1,1,4,2,4,13,4,8,5,0,0
FERRAAL01 ,Al,Ferrari,N,33,736,256,0,0,79,75,0,0,0,97,207,81,130,94,0,0
FERREDU01 ,Duane,Ferrell,N,34,468,180,30,43,73,37,9,5,25,60,147,62,77,53,9,3
FERRIAR01 ,Arnie,Ferrin,N,19,0,123,0,0,33,46,0,0,0,72,133,45,47,33,0,0
FERRYBO01 ,Bob,Ferry,N,42,671,320,0,0,198,46,0,0,0,70,255,115,145,90,0,0
FERRYDA01 ,Danny,Ferry,N,67,961,248,116,28,144,63,16,8,27,116,246,92,24,18,125,46
FIELDKE01 ,Kenny,Fields,N,12,158,89,21,7,28,10,8,0,16,23,69,38,23,12,3,1
FILLMGR01 ,Greg,Fillmore,N,8,24,0,0,0,8,1,0,0,0,9,4,0,0,0,0,0
FINLEMI01 ,Michael,Finley,N,56,2316,995,220,70,290,163,71,21,92,134,870,363,188,160,285,109
FISHEDE01 ,Derek,Fisher,N,117,3027,990,252,42,294,306,113,4,110,266,802,342,219,162,334,144
FLEISJE01 ,Jerry,Fleishman,N,4,26,12,0,0,5,10,0,0,0,13,6,3,14,6,0,0
FLEMIAL01 ,Al,Fleming,N,5,21,7,0,0,4,2,1,0,0,5,6,2,4,3,0,0
FLEMIED01 ,Ed,Fleming,N,13,178,76,0,0,39,18,0,0,0,32,77,27,25,22,0,0
FLEMIVE01 ,Vern,Fleming,N,37,755,284,49,37,86,114,22,7,57,69,234,109,83,64,14,2
FLOYDSL01 ,Sleepy,Floyd,N,36,1038,467,54,23,77,219,43,5,92,58,374,171,118,96,70,29
FLYNNMI01 ,Mike,Flynn,A,3,83,38,0,0,10,10,0,0,0,6,30,15,11,8,0,0
FONTALE01 ,Levi,Fontaine,N,2,9,5,0,0,0,0,0,0,0,2,3,2,3,1,0,0
FORDCH01  ,Chris,Ford,N,58,1477,434,57,28,168,151,31,8,35,159,420,185,77,53,45,11
FORDDO01  ,Don,Ford,N,12,343,111,0,0,63,37,1,0,0,30,101,42,36,27,0,0
FORDPH01  ,Phil,Ford,N,15,416,136,13,1,26,85,22,0,29,30,137,50,46,33,5,3
FORREBA01 ,Bayard,Forrest,N,15,113,24,0,0,29,11,0,2,0,21,19,11,10,2,0,0
FORTSDA01 ,Danny,Fortson,N,11,105,36,21,5,26,0,3,1,13,42,21,12,15,12,0,0
FOSTEFR01 ,Fred,Foster,N,5,49,18,0,0,12,5,0,0,0,6,19,8,2,2,0,0
FOSTEGR01 ,Greg,Foster,N,67,866,233,113,43,156,20,8,15,40,149,221,94,51,40,15,5
FOSTEJE01 ,Jeff,Foster,N,44,721,179,143,102,245,28,22,24,34,88,128,73,44,31,5,2
FOSTERO01 ,Rod,Foster,N,19,184,49,10,6,16,25,10,1,18,25,64,17,17,15,9,0
FOUSTLA01 ,Larry,Foust,N,73,1920,902,0,0,707,94,0,0,0,255,763,301,384,300,0,0
FOWLECA01 ,Cal,Fowler,A,4,76,19,0,0,13,0,0,0,0,0,14,6,10,7,0,0
FOXJI01   ,Jim,Fox,N,30,504,195,0,0,183,33,0,0,0,62,183,72,71,51,0,0
FOXRI01   ,Rick,Fox,N,111,2527,729,259,94,353,246,84,27,151,320,601,267,136,109,239,86
FRANCST01 ,Steve,Francis,N,5,222,96,36,6,42,38,7,1,21,18,70,30,40,29,17,7
FRANKWI01 ,Will,Franklin,A,2,10,4,0,0,5,0,0,0,0,2,5,2,0,0,0,0
FRANZRO01 ,Ron,Franz,A,6,128,44,0,0,35,6,0,0,0,14,57,19,16,6,0,0
FRAZIWA01 ,Walt,Frazier,N,93,3953,1927,0,0,666,599,0,0,0,285,1500,767,523,393,0,0
FRAZIWI02 ,Wilbert,Frazier,A,3,85,29,0,0,12,4,0,0,0,11,29,13,7,3,0,0
FREEMDO01 ,Donnie,Freeman,A,60,1968,1040,0,0,218,198,0,0,0,176,913,405,300,230,0,0
FREEWO01  ,World,Free,N,34,773,477,50,26,76,103,25,14,9,79,417,166,196,145,5,0
FULKSJO01 ,Joe,Fulks,N,7,70,84,0,0,28,5,0,0,0,32,108,26,46,32,0,0
FULLECA01 ,Carl,Fuller,A,6,43,16,0,0,15,4,0,0,0,11,22,6,6,4,0,0
FULLETO02 ,Todd,Fuller,N,10,105,26,20,8,28,0,0,2,5,21,26,10,10,6,0,0
FUNDELA01 ,Lawrence,Funderburke,N,26,145,45,20,14,34,2,6,2,5,22,42,18,13,9,0,0
FURLOTE01 ,Terry,Furlow,N,16,310,184,0,0,42,34,7,2,0,18,151,74,38,36,0,0
GABORBI01 ,Billy,Gabor,N,36,304,267,0,0,57,74,0,0,0,115,297,92,114,83,0,0
GADZUDA01 ,Dan,Gadzuric,N,1,9,4,1,0,1,2,1,0,0,1,4,2,1,0,0,0
GAINECO01 ,Corey,Gaines,N,4,28,0,2,0,2,2,0,0,0,4,4,0,0,0,1,0
GALEMI01  ,Mike,Gale,A,33,944,284,0,0,128,147,0,0,0,91,266,116,60,52,0,0
GALEMI01  ,Mike,Gale,N,28,690,198,8,3,75,122,33,8,5,65,202,84,40,29,4,1
GALLAHA01 ,Harry,Gallatin,N,58,1215,696,0,0,592,90,0,0,0,204,564,222,334,252,0,0
GAMBEDA01 ,Dave,Gambee,N,43,840,367,0,0,188,36,0,0,0,143,331,118,157,131,0,0
GAMBLKE01 ,Kevin,Gamble,N,31,755,271,45,21,66,56,23,9,23,63,249,121,33,24,15,5
GARDNVE01 ,Vern,Gardner,N,5,77,60,0,0,14,5,0,0,0,25,63,22,20,16,0,0
GARLAWI01 ,Winston,Garland,N,20,516,184,46,20,66,60,29,2,37,58,172,71,45,41,4,1
GARMADI01 ,Dick,Garmaker,N,21,668,284,0,0,98,67,0,0,0,71,253,96,112,92,0,0
GARNEBI01 ,Bill,Garnett,N,8,74,38,12,10,22,4,0,2,1,10,30,15,8,7,1,1
GARNEKE01 ,Kevin,Garnett,N,47,2002,1049,492,136,628,236,63,88,161,149,907,415,272,207,36,12
GARRECA01 ,Calvin,Garrett,N,14,118,25,12,3,15,6,5,1,6,10,22,9,8,7,1,0
GARREDE01 ,Dean,Garrett,N,13,267,76,31,31,62,9,5,8,3,35,61,30,23,16,0,0
GARREEL01 ,Eldo,Garrett,N,26,641,236,0,0,55,46,0,0,0,75,205,103,36,30,0,0
GARRERO01 ,Rowland,Garrett,N,19,155,46,0,0,30,3,0,0,0,28,60,21,8,4,0,0
GARRIPA01 ,Pat,Garrity,N,18,479,137,47,15,62,17,5,6,13,62,120,48,19,17,58,24
GASOLPA01 ,Pau,Gasol,N,8,267,159,31,19,50,20,6,13,12,22,129,67,32,24,1,1
GATLICH01 ,Chris,Gatling,N,15,296,140,46,33,79,7,9,13,16,44,104,51,61,38,0,0
GATTIKE01 ,Kenny,Gattison,N,13,245,68,27,24,51,13,7,1,12,34,54,27,29,14,0,0
GEARYRE01 ,Reggie,Geary,N,7,46,9,2,0,2,6,1,0,2,10,7,3,4,2,4,1
GEIGEMA01 ,Matt,Geiger,N,37,531,225,79,57,136,18,18,9,26,90,186,87,62,51,1,0
GEORGDE01 ,Devean,George,N,68,1187,340,129,53,182,49,44,22,41,136,313,129,57,39,136,43
GEORGJA01 ,Jack,George,N,22,776,238,0,0,96,92,0,0,0,60,226,87,85,64,0,0
GEORGTA01 ,Tate,George,N,6,66,19,2,1,3,14,4,1,5,9,30,9,3,1,0,0
GERARGU01 ,Gus,Gerard,A,23,410,143,0,0,83,28,0,0,0,58,150,59,38,25,0,0
GERARGU01 ,Gus,Gerard,N,8,50,20,4,4,16,2,1,1,4,8,19,8,8,4,0,0
GERVIGE01 ,George,Gervin,A,25,990,626,0,0,238,54,0,0,0,87,491,237,186,152,0,0
GERVIGE01 ,George,Gervin,N,59,2202,1592,153,61,341,186,68,50,128,207,1225,622,424,348,13,0
GIANEJO01 ,John,Gianelli,N,31,776,208,0,0,173,40,8,11,0,81,189,82,61,44,0,0
GIBBSDI01 ,Dick,Gibbs,N,11,40,18,0,0,2,4,0,0,0,10,19,7,4,4,0,0
GIBSODE01 ,Dee,Gibson,N,3,0,11,0,0,0,2,0,0,0,11,11,4,5,3,0,0
GILLED01  ,Eddie,Gill,N,7,45,24,4,0,4,5,1,0,3,0,16,5,15,13,6,1
GILLIAR01 ,Armen,Gilliam,N,34,692,302,117,39,156,18,14,20,40,53,250,111,102,80,1,0
GILLIHE01 ,Herm,Gilliam,N,36,751,269,0,0,93,108,0,0,0,73,302,120,36,29,0,0
GILLKE01  ,Kendall,Gill,N,27,796,322,57,43,100,56,39,10,37,74,314,128,86,59,27,7
GILMOAR01 ,Artis,Gilmore,A,58,2478,1276,0,0,931,185,0,0,0,213,877,490,428,296,0,0
GILMOAR01 ,Artis,Gilmore,N,42,1152,492,215,82,336,47,24,63,81,113,316,179,197,134,0,0
GINOBEM01 ,Emmanuel,Ginobili,N,57,1712,835,215,63,278,198,86,16,123,161,564,258,303,239,204,80
GIRICGO01 ,Gordan,Giricek,N,7,224,66,18,4,22,7,2,1,13,27,56,26,11,9,15,5
GIVENJA01 ,Jack,Givens,N,13,117,29,4,1,26,6,3,2,3,16,44,13,3,3,0,0
GLENNMI01 ,Mike,Glenn,N,22,295,97,21,5,26,19,9,0,16,28,86,39,21,19,2,0
GLOVECL01 ,Clarence,Glover,N,3,10,6,0,0,3,0,0,0,0,1,6,2,2,2,0,0
GMINSMI01 ,Mike,Gminski,N,35,917,393,138,55,193,29,22,57,48,72,305,148,122,97,5,0
GOLATO01  ,Tom,Gola,N,39,1470,432,0,0,391,179,0,0,0,164,422,142,192,148,0,0
GONDRGL01 ,Glen,Gondrezick,N,15,187,58,13,15,45,19,7,2,1,27,58,25,13,8,1,0
GOODEDR01 ,Drew,Gooden,N,7,232,98,61,28,89,4,3,6,12,23,90,36,36,26,3,0
GOODRGA01 ,Gail,Goodrich,N,80,2622,1450,0,0,250,333,0,0,0,219,1227,542,447,366,0,0
GORDOBE01 ,Ben,Gordon,N,6,153,87,10,6,16,15,5,2,13,18,74,30,25,20,22,7
GOVANGE01 ,Gerald,Govan,A,66,1930,454,0,0,657,190,0,0,0,223,497,189,109,76,0,0
GRABOJO01 ,Joe,Graboski,N,39,982,389,0,0,271,73,0,0,0,103,473,157,102,75,0,0
GRAHAGR01 ,Greg,Graham,N,6,43,12,5,0,5,6,2,0,1,5,14,4,4,3,4,1
GRAHAMA01 ,Mal,Graham,N,7,25,5,0,0,4,2,0,0,0,3,7,2,3,1,0,0
GRAHAOR01 ,Orlando,Graham,N,2,8,3,1,0,1,0,0,0,1,0,2,1,2,1,0,0
GRAHAPA01 ,Paul,Graham,N,3,29,6,2,1,3,2,4,0,2,2,10,3,0,0,3,0
GRANDRO01 ,Ron,Grandison,N,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
GRANTBR01 ,Brian,Grant,N,53,1544,472,263,147,410,43,29,45,80,195,384,179,171,114,1,0
GRANTGA01 ,Gary,Grant,N,17,221,55,9,5,14,49,8,3,18,25,66,24,6,4,9,3
GRANTGR01 ,Greg,Grant,N,10,67,21,4,5,9,15,3,0,5,7,26,9,2,2,4,1
GRANTHA01 ,Harvey,Grant,N,36,413,160,39,14,58,20,4,9,8,67,159,67,37,20,17,6
GRANTHO01 ,Horace,Grant,N,170,6172,1907,908,549,1457,360,171,173,184,515,1483,786,468,334,8,1
GRANTJO01 ,Josh,Grant,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRANTTR01 ,Travis,Grant,A,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GRANTTR01 ,Travis,Grant,N,2,11,8,0,0,4,0,0,0,0,1,6,4,0,0,0,0
GRAYED01  ,Ed,Gray,N,8,71,44,7,2,9,4,6,1,2,11,41,15,11,10,11,4
GRAYEJE01 ,Jeff,Grayer,N,10,95,39,10,4,14,8,2,1,6,10,33,16,9,7,0,0
GRAYLE01  ,Leonard,Gray,N,17,315,101,0,0,54,21,0,0,0,53,101,45,13,11,0,0
GRAYST01  ,Stuart,Gray,N,7,26,6,10,5,15,0,1,0,3,6,6,2,4,2,0,0
GREACBO01 ,Bob,Greacen,N,8,24,14,0,0,7,3,0,0,0,4,15,5,5,4,0,0
GREENAC01 ,A.c.,Green,N,87,2280,695,376,238,614,81,63,17,76,182,528,236,287,211,45,12
GREENDA01 ,David,Greenwood,N,22,538,187,83,32,115,22,21,11,26,70,149,83,36,21,2,0
GREENJO01 ,Johnny,Green,N,20,359,160,0,0,107,13,0,0,0,40,115,67,60,26,0,0
GREENLA01 ,Lamar,Green,N,6,69,18,0,0,23,5,0,0,0,8,28,8,5,2,0,0
GREENLU01 ,Luther,Green,A,7,82,32,0,0,28,3,0,0,0,0,29,11,15,10,0,0
GREENMI01 ,Mike,Green,A,13,487,277,0,0,121,14,0,0,0,51,226,112,60,53,0,0
GREENMI01 ,Mike,Green,N,20,524,175,0,0,117,22,18,51,0,80,172,76,31,23,0,0
GREENRI01 ,Rickey,Green,N,55,1275,485,81,24,105,294,50,4,83,71,422,192,111,94,20,7
GREENSE01 ,Sean,Green,N,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREENSI01 ,Si,Green,N,41,1111,388,0,0,222,165,0,0,0,121,360,156,124,76,0,0
GREENSI02 ,Sidney,Green,N,43,506,150,93,56,149,18,5,7,28,80,135,58,52,34,0,0
GREENWI01 ,Willie,Green,N,5,63,27,6,3,9,3,1,0,2,5,18,8,10,9,9,2
GREERHA01 ,Hal,Greer,N,92,3643,1876,0,0,505,393,0,0,0,357,1657,705,574,466,0,0
GREGOGA01 ,Gary,Gregor,A,1,12,4,0,0,4,0,0,0,0,3,6,1,2,2,0,0
GREGOGA01 ,Gary,Gregor,N,7,67,16,0,0,17,2,0,0,0,14,21,6,6,4,0,0
GREVEKE01 ,Kevin,Grevey,N,70,1625,785,16,4,145,102,36,13,11,181,738,310,199,156,18,9
GRIFFAD01 ,Adrian,Griffin,N,24,274,91,49,24,73,21,11,1,15,44,87,42,9,6,5,1
GRIFFDA01 ,Darrell,Griffith,N,37,1038,557,104,37,141,77,47,11,77,60,504,221,97,69,124,46
GRIFFGR01 ,Greg,Griffin,N,2,25,6,0,0,4,3,1,1,0,5,7,3,0,0,0,0
GRIFFPA01 ,Paul,Griffin,N,10,252,57,36,19,55,35,6,6,16,37,38,21,26,15,0,0
GROSSBO01 ,Bob,Gross,N,25,694,307,6,6,124,89,3,2,8,101,209,122,74,63,0,0
GROZAAL01 ,Alex,Groza,N,9,0,234,0,0,42,14,0,0,0,35,147,80,92,74,0,0
GRUNFER01 ,Ernie,Grunfeld,N,42,944,375,66,15,92,118,43,12,56,89,299,146,98,81,4,2
GUARIGE01 ,Gene,Guarilia,N,12,67,20,0,0,23,4,0,0,0,10,26,6,11,8,0,0
GUDMUPE01 ,Petur,Gudmundsson,N,14,117,42,18,8,26,4,3,4,13,23,29,16,15,10,2,0
GUERIRI01 ,Richie,Guerin,N,42,1345,654,0,0,149,214,0,0,0,160,539,231,239,192,0,0
GUGLITO01 ,Tom,Gugliotta,N,12,335,115,46,12,58,26,19,6,19,34,117,46,29,20,4,3
GUIDIJA01 ,Jay,Guidinger,N,4,15,2,0,1,1,0,0,1,2,1,3,1,2,0,0,0
GUOKAAL01 ,Al,Guokas,N,2,0,6,0,0,0,5,0,0,0,3,4,2,6,2,0,0
GUOKAMA01 ,Matt,Guokas,N,34,637,143,0,0,68,55,0,0,0,68,137,56,40,31,0,0
HAGANCL01 ,Cliff,Hagan,A,5,115,55,0,0,19,23,0,0,0,16,51,19,23,17,0,0
HAGANCL01 ,Cliff,Hagan,N,90,2965,1834,0,0,744,305,0,0,0,320,1544,701,540,432,0,0
HAIRSHA01 ,Happy,Hairston,N,69,2020,801,0,0,559,121,0,0,0,185,690,307,255,187,0,0
HAISLMA01 ,Marcus,Haislip,N,3,27,12,2,3,5,2,2,1,1,5,7,5,4,2,0,0
HALBECH01 ,Chuck,Halbert,N,2,0,19,0,0,0,3,0,0,0,7,16,7,9,5,0,0
HALBRHA01 ,Harvey,Halbrook,N,8,172,62,0,0,83,12,0,0,0,21,72,24,20,14,0,0
HALEBR01  ,Bruce,Hale,N,7,0,43,0,0,0,17,0,0,0,11,40,14,17,15,0,0
HALEHA01  ,Hal,Hale,A,3,103,19,0,0,8,3,0,0,0,10,16,6,7,7,0,0
HALEYJA01 ,Jack,Haley,N,14,43,23,9,6,15,4,0,1,1,10,22,8,10,7,0,0
HALIMSH01 ,Shaler,Halimon,A,4,55,22,0,0,13,7,0,0,0,4,17,9,7,4,0,0
HALIMSH01 ,Shaler,Halimon,N,6,108,46,0,0,20,18,0,0,0,13,63,22,3,2,0,0
HALLIJE01 ,Jeff,Halliburton,N,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HAMDA01   ,Darvin,Ham,N,54,407,74,27,38,65,13,8,19,21,74,51,29,31,16,2,0
HAMILDE01 ,Dennis,Hamilton,N,2,11,2,0,0,2,1,0,0,0,0,3,1,0,0,0,0
HAMILRI01 ,Richard,Hamilton,N,65,2662,1378,200,80,280,249,61,5,207,202,1145,513,374,318,100,34
HAMILST01 ,Steve,Hamilton,N,10,87,32,0,0,35,5,0,0,0,14,43,12,10,8,0,0
HAMMOJU01 ,Julian,Hammond,A,24,739,343,0,0,157,46,0,0,0,92,272,140,93,63,0,0
HAMMOTO01 ,Tom,Hammonds,N,21,226,69,26,18,44,5,0,3,10,40,51,23,32,23,0,0
HANCODA01 ,Darrin,Hancock,N,9,51,8,5,4,9,2,2,1,4,10,11,4,3,0,1,0
HANKIPH01 ,Phil,Hankinson,N,4,8,8,0,0,3,0,0,0,0,0,7,3,2,2,0,0
HANNUAL01 ,Alex,Hannum,N,43,470,286,0,0,128,52,0,0,0,199,274,108,124,70,0,0
HANSEBO01 ,Bob,Hansen,N,49,1079,415,83,40,123,81,19,4,58,121,336,160,78,57,76,38
HANZLBI01 ,Bill,Hanzlik,N,62,1327,440,118,64,182,167,49,29,80,209,354,154,165,127,26,5
HARDAAN01 ,Anfernee,Hardaway,N,64,2640,1304,202,101,303,394,119,48,188,197,1018,456,390,291,266,101
HARDATI01 ,Tim,Hardaway,N,56,2052,943,139,33,172,382,88,9,165,122,837,329,233,175,344,110
HARDNCH01 ,Charlie,Hardnett,N,5,22,10,0,0,6,2,0,0,0,2,10,4,5,2,0,0
HARGEIR01 ,Ira,Harge,A,33,818,212,0,0,327,47,0,0,0,73,200,86,64,40,0,0
HARGIJO01 ,John,Hargis,N,8,0,101,0,0,0,13,0,0,0,26,89,32,45,37,0,0
HARKNJE01 ,Jerry,Harkness,A,3,32,10,0,0,5,5,0,0,0,6,12,4,2,2,0,0
HARLISK01 ,Skip,Harlicka,N,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HARPEDE01 ,Derek,Harper,N,97,3094,1094,177,56,233,513,148,11,167,237,925,415,236,168,263,96
HARPEMI01 ,Mike,Harper,N,1,6,3,1,0,1,0,0,0,0,0,1,1,1,1,0,0
HARPERO01 ,Ron,Harper,N,112,3000,1013,291,126,417,305,141,76,121,245,883,397,232,162,195,57
HARPRMA01 ,Matt,Harpring,N,14,357,158,44,29,73,19,11,1,18,44,132,64,36,28,12,2
HARRIAL01 ,Al,Harrington,N,25,570,175,85,43,128,20,29,12,39,85,186,69,63,35,11,2
HARRIAR01 ,Art,Harris,N,7,89,30,0,0,13,12,0,0,0,13,42,15,2,0,0,0
HARRIBO01 ,Bob,Harris,N,80,1301,496,0,0,233,150,0,0,0,277,481,189,169,118,0,0
HARRIDE01 ,Devin,Harris,N,9,80,22,11,0,11,11,4,1,10,5,16,7,9,6,6,2
HARRILU01 ,Lucious,Harris,N,54,1087,396,93,43,136,61,31,1,45,95,326,140,117,94,69,22
HARRIOT01 ,Othella,Harrington,N,25,260,113,33,22,55,6,5,4,16,39,84,44,37,25,1,0
HARRIST01 ,Steve,Harris,N,24,174,67,9,8,17,7,7,3,5,18,72,30,11,7,1,0
HARTJA01  ,Jason,Hart,N,7,62,22,3,0,3,1,5,0,1,5,20,11,0,0,0,0
HARVEAN01 ,Antonio,Harvey,N,5,18,0,6,1,7,0,0,0,1,4,1,0,0,0,0,0
HASKICL01 ,Clem,Haskins,N,28,322,164,0,0,37,38,0,0,0,41,145,68,38,28,0,0
HASLEUD01 ,Udonis,Haslem,N,28,742,185,138,56,194,18,13,9,21,70,139,65,77,55,0,0
HASSEBI01 ,Billy,Hassett,N,7,0,9,0,0,0,4,0,0,0,8,12,3,10,3,0,0
HASSEJO01 ,Joey,Hassett,N,16,37,20,0,0,3,1,1,0,0,1,20,10,0,0,0,0
HASSETR01 ,Trenton,Hassell,N,18,472,138,23,21,44,27,10,7,16,42,119,62,17,13,2,1
HASTISC01 ,Scott,Hastings,N,44,256,77,32,15,47,9,8,3,13,51,50,28,25,18,12,3
HASTOKI01 ,Kirk,Haston,N,2,4,2,1,0,1,0,1,0,0,1,1,1,0,0,0,0
HATTOVE01 ,Vern,Hatton,N,6,17,9,0,0,3,1,0,0,0,3,13,4,3,1,0,0
HAVLIJO01 ,John,Havlicek,N,172,6860,3776,0,0,1186,825,0,0,0,527,3329,1451,1046,874,0,0
HAWESST01 ,Steve,Hawes,N,32,712,235,41,25,175,71,20,6,13,86,207,96,51,42,2,1
HAWKICO01 ,Connie,Hawkins,A,21,936,589,0,0,258,91,0,0,0,83,416,210,239,169,0,0
HAWKICO01 ,Connie,Hawkins,N,12,500,232,0,0,137,57,0,0,0,35,210,83,81,66,0,0
HAWKIHE01 ,Hersey,Hawkins,N,74,2529,1043,212,74,286,195,119,29,122,188,716,326,322,292,250,99
HAWKIMA01 ,Marshall,Hawkins,N,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
HAWKIMI01 ,Michael,Hawkins,N,2,10,2,0,0,0,0,0,0,0,1,1,0,2,2,1,0
HAWKITO01 ,Tom,Hawkins,N,96,2096,767,0,0,537,106,0,0,0,310,677,311,235,145,0,0
HAWTHNA01 ,Nate,Hawthorne,N,18,95,32,0,0,18,6,0,0,0,20,33,10,16,12,0,0
HAYESEL01 ,Elvin,Hayes,N,96,4160,2194,35,17,1244,185,51,118,10,378,1901,883,656,428,0,0
HAYESST01 ,Steve,Hayes,N,1,1,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0
