ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
JOHNSAV01 ,1988,Avery,Johnson,SEA,N,6,31,11,2,2,4,5,4,0,0,1,12,5,2,1,4,0
JOHNSBU01 ,1988,Buck,Johnson,HOU,N,4,118,46,8,7,15,13,3,2,6,15,40,19,14,8,1,0
JOHNSDE01 ,1988,Dennis,Johnson,BOS,N,3,59,8,2,2,4,9,3,0,3,8,15,4,0,0,0,0
JOHNSED03 ,1988,Eddie,Johnson,PHO,N,12,392,213,59,28,87,25,12,2,18,41,206,85,39,30,38,13
JOHNSFR01 ,1988,Frank,Johnson,HOU,N,4,36,10,4,1,5,7,1,0,4,3,6,2,10,6,1,0
JOHNSKE01 ,1988,Kevin,Johnson,PHO,N,12,494,285,39,12,51,147,19,5,55,28,182,90,110,102,10,3
JOHNSMA01 ,1988,Magic,Johnson,LAL,N,14,518,258,68,15,83,165,27,3,53,30,174,85,86,78,35,10
JOHNSST01 ,1988,Steve,Johnson,POR,N,3,34,7,3,1,4,0,2,0,3,7,8,2,3,3,0,0
JOHNSVI01 ,1988,Vinnie,Johnson,DET,N,17,372,239,29,16,45,43,4,3,21,32,200,91,62,47,24,10
JONESCA01 ,1988,Caldwell,Jones,POR,N,3,50,4,0,2,2,0,0,3,3,6,3,2,0,0,0,0
JORDAMI01 ,1988,Michael,Jordan,CHI,N,17,718,591,93,26,119,130,42,13,68,65,390,199,229,183,35,10
KERSEJE01 ,1988,Jerome,Kersey,POR,N,3,117,61,19,11,30,7,10,1,4,12,47,23,19,15,2,0
KEYSRA01  ,1988,Randolph,Keys,CLE,N,1,12,0,3,0,3,1,0,0,2,1,3,0,0,0,1,0
KLEINJO01 ,1988,Joe,Kleine,BOS,N,3,65,19,13,4,17,2,0,1,6,9,11,6,9,7,1,0
KONCAJO01 ,1988,Jon,Koncak,ATL,N,5,192,64,32,16,48,4,2,8,8,23,29,18,33,28,0,0
KRYSTLA01 ,1988,Larry,Krystkowiak,MIL,N,8,239,85,31,14,45,12,2,1,16,22,68,29,31,27,2,0
LAIMBBI01 ,1988,Bill,Laimbeer,DET,N,17,497,172,114,26,140,31,6,8,19,55,142,66,31,25,42,15
LAMPJE01  ,1988,Jeff,Lamp,LAL,N,5,14,7,1,2,3,1,0,0,1,3,6,3,2,1,0,0
LANEJE01  ,1988,Jerome,Lane,DEN,N,2,21,6,5,1,6,2,0,0,0,4,7,2,2,2,1,0
LANGAN01  ,1988,Andrew,Lang,PHO,N,4,8,0,3,3,6,1,0,0,3,3,2,0,0,0,0,0
LEAVEAL01 ,1988,Allen,Leavell,HOU,N,2,5,4,0,0,0,1,0,0,0,0,3,1,2,2,0,0
LECKNER01 ,1988,Eric,Leckner,UTA,N,3,10,2,1,1,2,0,0,0,3,2,4,1,0,0,0,0
LESJI01   ,1988,Jim,Les,UTA,N,3,5,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
LEVERLA01 ,1988,Lafayette,Lever,DEN,N,2,58,22,11,2,13,19,4,0,6,4,24,9,2,2,3,2
LEVINCL01 ,1988,Cliff,Levingston,ATL,N,5,77,16,11,6,17,2,0,3,3,15,11,3,10,9,1,1
LEWISRE01 ,1988,Reggie,Lewis,BOS,N,3,125,61,16,5,21,11,5,0,8,11,55,26,13,9,2,0
LISTEAL01 ,1988,Alton,Lister,SEA,N,8,160,56,25,13,38,2,2,21,9,28,39,17,26,22,0,0
LONGJO01  ,1988,John,Long,DET,N,4,8,5,0,0,0,0,0,0,0,0,1,1,3,3,0,0
LUCASJO01 ,1988,John,Lucas,SEA,N,4,37,11,1,0,1,8,0,0,2,5,17,5,2,1,3,0
MAHORRI01 ,1988,Rick,Mahorn,DET,N,17,360,97,57,30,87,7,9,13,11,59,69,40,26,17,0,0
MAJERDA01 ,1988,Dan,Majerle,PHO,N,12,352,172,35,22,57,14,13,4,15,28,144,63,48,38,28,8
MALONKA01 ,1988,Karl,Malone,UTA,N,3,136,92,27,22,49,4,3,1,13,16,66,33,32,26,0,0
MALONMO01 ,1988,Moses,Malone,ATL,N,5,197,105,33,27,60,9,7,4,11,5,64,32,51,40,1,1
MCCORTI01 ,1988,Tim,Mccormick,HOU,N,4,53,22,11,2,13,0,3,2,0,9,13,7,9,8,1,0
MCDANXA01 ,1988,Xavier,Mcdaniel,SEA,N,8,281,150,43,24,67,22,2,5,22,30,144,58,41,31,9,3
MCDONBE01 ,1988,Ben,Mcdonald,GSW,N,5,40,6,4,4,8,1,3,1,4,8,10,2,4,2,3,0
MCHALKE01 ,1988,Kevin,Mchale,BOS,N,3,115,57,17,7,24,9,1,2,4,13,41,20,23,17,0,0
MCKEYDE01 ,1988,Derrick,Mckey,SEA,N,8,286,106,31,21,52,18,6,15,23,33,89,44,21,17,9,1
MCMILNA01 ,1988,Nate,Mcmillan,SEA,N,8,200,54,16,9,25,63,10,5,19,21,40,19,25,16,2,0
MCNAMMA01 ,1988,Mark,Mcnamara,LAL,N,3,7,3,1,0,1,0,0,0,0,0,2,1,2,1,0,0
MOKESPA01 ,1988,Paul,Mokeski,MIL,N,5,61,23,9,8,17,3,0,0,2,16,14,8,8,6,1,1
MONCRSI01 ,1988,Sidney,Moncrief,MIL,N,9,184,55,18,8,26,13,5,2,11,17,48,19,16,15,7,2
MULLICH01 ,1988,Chris,Mullin,GSW,N,8,341,235,36,11,47,36,14,11,32,19,163,88,67,58,8,1
MYERSPE01 ,1988,Pete,Myers,NYK,N,4,14,4,2,1,3,1,0,1,0,2,0,0,6,4,0,0
NANCELA01 ,1988,Larry,Nance,CLE,N,5,195,97,23,16,39,16,3,12,9,12,69,38,32,21,0,0
NEALYED01 ,1988,Ed,Nealy,PHO,N,4,6,2,2,1,3,0,0,0,0,0,3,1,0,0,0,0
NEVITCH01 ,1988,Chuck,Nevitt,HOU,N,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NEWMAJO01 ,1988,Johnny,Newman,NYK,N,9,258,145,12,13,25,17,8,1,18,27,107,50,49,38,28,7
OAKLECH01 ,1988,Charles,Oakley,NYK,N,9,299,87,58,43,101,11,12,1,22,31,73,35,24,16,2,1
OLAJUHA01 ,1988,Hakeem,Olajuwon,HOU,N,4,162,101,38,14,52,12,10,11,10,17,81,42,25,17,0,0
PARISRO01 ,1988,Robert,Parish,BOS,N,3,112,47,20,6,26,6,4,2,6,5,44,20,9,7,0,0
PAXSOJO01 ,1988,John,Paxson,CHI,N,16,302,93,8,2,10,34,12,0,15,35,78,37,16,14,19,5
PERDUWI01 ,1988,Will,Perdue,CHI,N,3,22,14,3,3,6,2,0,0,0,4,9,6,3,2,1,0
PERRYTI01 ,1988,Tim,Perry,PHO,N,4,17,4,1,1,2,0,2,1,1,1,4,2,2,0,0,0
PIERCRI01 ,1988,Ricky,Pierce,MIL,N,9,292,201,20,5,25,25,11,2,9,31,141,77,47,41,8,6
PINCKED01 ,1988,Ed,Pinckney,BOS,N,3,45,8,3,2,5,1,1,1,4,7,12,3,2,2,0,0
PIPPESC01 ,1988,Scottie,Pippen,CHI,N,17,619,222,95,34,129,67,23,16,41,63,182,84,50,32,56,22
POLYNOL01 ,1988,Olden,Polynice,SEA,N,8,162,57,35,27,62,1,6,4,5,32,41,25,13,7,0,0
PORTETE01 ,1988,Terry,Porter,POR,N,3,124,66,12,6,18,25,1,1,7,8,52,26,12,10,11,4
PRICEMA01 ,1988,Mark,Price,CLE,N,4,158,64,9,4,13,22,3,0,19,3,57,22,15,14,16,6
RASMUBL01 ,1988,Blair,Rasmussen,DEN,N,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
REYNOJE01 ,1988,Jerry,Reynolds,SEA,N,4,40,22,4,1,5,1,2,6,4,6,22,7,10,7,4,1
RICHMMI01 ,1988,Mitch,Richmond,GSW,N,8,314,161,48,10,58,35,14,1,24,25,135,62,38,34,16,3
RIVERDA01 ,1988,David,Rivers,LAL,N,6,33,15,3,1,4,6,0,0,4,6,12,4,8,7,2,0
ROBERFR01 ,1988,Fred,Roberts,MIL,N,9,345,132,28,11,39,20,5,4,13,29,100,49,40,34,3,0
RODMADE01 ,1988,Dennis,Rodman,DET,N,17,409,98,114,56,170,16,6,12,24,58,70,37,35,24,4,0
SALLEJO01 ,1988,John,Salley,DET,N,17,392,152,45,34,79,9,9,25,12,58,99,58,54,36,0,0
SAMPSRA01 ,1988,Ralph,Sampson,GSW,N,3,43,20,8,6,14,1,1,2,4,8,22,9,4,2,4,0
SANDEMI01 ,1988,Mike,Sanders,CLE,N,5,87,33,10,6,16,4,2,1,10,11,30,15,5,3,0,0
SCHAYDA01 ,1988,Danny,Schayes,DEN,N,2,36,8,9,2,11,1,1,1,1,4,7,1,8,6,0,0
SCHOERU01 ,1988,Russ,Schoene,SEA,N,3,43,13,2,3,5,2,2,0,0,7,17,4,6,5,7,0
SCOTTBY01 ,1988,Byron,Scott,LAL,N,11,402,219,35,10,45,25,18,2,20,31,160,79,55,46,39,15
SELLEBR01 ,1988,Brad,Sellers,CHI,N,13,177,54,16,15,31,15,3,4,6,21,58,22,12,10,0,0
SHAWBR01  ,1988,Brian,Shaw,BOS,N,3,124,51,15,2,17,19,3,0,6,11,43,22,9,7,1,0
SHORTPU01 ,1988,Purvis,Short,HOU,N,4,37,19,3,6,9,1,0,0,1,7,21,8,5,3,2,0
SICHTJE01 ,1988,Jerry,Sichting,POR,N,1,11,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0
SIKMAJA01 ,1988,Jack,Sikma,MIL,N,9,301,105,41,9,50,30,8,4,21,41,94,37,28,23,28,8
SMITHDE01 ,1988,Derek,Smith,PHI,N,3,48,19,5,2,7,3,1,0,6,9,14,9,2,1,0,0
SMITHLA01 ,1988,Larry,Smith,GSW,N,8,148,8,23,17,40,16,6,11,6,24,16,4,0,0,0,0
SMITHOT01 ,1988,Otis,Smith,GSW,N,4,49,19,7,6,13,6,2,1,2,5,24,9,2,1,0,0
STOCKJO01 ,1988,John,Stockton,UTA,N,3,139,82,8,2,10,41,11,5,11,15,59,30,21,19,4,3
STRICRO01 ,1988,Rod,Strickland,NYK,N,9,111,54,7,6,13,25,4,1,13,21,49,22,17,9,1,1
TEAGLTE01 ,1988,Terry,Teagle,GSW,N,8,240,158,22,15,37,10,8,3,13,27,141,70,22,18,2,0
THEUSRE01 ,1988,Reggie,Theus,ATL,N,5,127,37,4,3,7,24,1,0,10,18,38,14,12,9,2,0
THOMAIS01 ,1988,Isiah,Thomas,DET,N,17,633,309,49,24,73,141,27,4,43,39,279,115,96,71,30,8
THOMPMY01 ,1988,Mychal,Thompson,LAL,N,15,377,171,38,39,77,11,6,12,14,52,128,65,60,41,0,0
THORPOT01 ,1988,Otis,Thorpe,HOU,N,4,152,64,14,6,20,12,5,1,15,17,37,24,21,16,0,0
THREASE01 ,1988,Sedale,Threatt,SEA,N,8,201,96,10,3,13,49,17,0,11,22,82,39,20,17,4,1
TUCKETR01 ,1988,Trent,Tucker,NYK,N,9,159,71,10,9,19,14,10,2,6,20,58,27,4,2,32,15
TURNEEL01 ,1988,Elston,Turner,DEN,N,3,74,14,9,2,11,3,1,0,0,9,13,6,6,2,1,0
UPSHAKE01 ,1988,Kelvin,Upshaw,BOS,N,3,24,10,2,0,2,5,1,0,1,4,12,5,0,0,0,0
VALENDA01 ,1988,Darnell,Valentine,CLE,N,5,80,21,4,3,7,16,5,0,5,7,20,7,8,7,0,0
VANDEER01 ,1988,Ernie,Vandeweghe,NYK,N,9,159,73,9,2,11,7,3,2,5,10,49,25,21,20,8,3
VINCESA01 ,1988,Sam,Vincent,CHI,N,16,113,29,4,4,8,19,3,1,6,9,33,10,12,9,2,0
WALKEKE01 ,1988,Kenny,Walker,NYK,N,9,90,20,11,5,16,2,1,3,4,22,13,3,19,14,0,0
WEBBSP01  ,1988,Spud,Webb,ATL,N,5,55,8,4,0,4,15,4,0,0,6,11,3,2,2,0,0
WELPCH01  ,1988,Chris,Welp,PHI,N,3,22,2,7,0,7,0,0,0,1,7,3,1,2,0,0,0
WESTMA01  ,1988,Mark,West,PHO,N,12,227,74,32,21,53,6,7,19,13,36,50,32,14,10,0,0
WILKIDO01 ,1988,Dominique,Wilkins,ATL,N,5,212,136,17,10,27,17,4,8,12,5,116,52,38,27,17,5
WILKIED01 ,1988,Eddielee,Wilkins,NYK,N,7,26,15,6,5,11,0,0,0,4,3,11,5,10,5,0,0
WILKIGE01 ,1988,Gerald,Wilkins,NYK,N,9,290,145,24,9,33,42,12,3,22,27,131,63,23,18,10,1
WILLIJO01 ,1988,John,Williams,CLE,N,5,161,55,27,7,34,10,2,7,11,12,45,21,18,13,0,0
WILLIMI01 ,1988,Michael,Williams,DET,N,4,6,2,1,1,2,2,1,0,0,1,0,0,2,2,0,0
WOODSMI01 ,1988,Mike,Woodson,HOU,N,4,137,47,5,4,9,18,4,2,9,7,49,17,12,10,9,3
WOOLROR01 ,1988,Orlando,Woolridge,LAL,N,15,276,122,50,20,70,17,2,15,22,35,75,39,62,44,0,0
WORTHJA01 ,1988,James,Worthy,LAL,N,15,600,372,64,37,101,42,18,16,33,36,270,153,80,63,8,3
YOUNGDA01 ,1988,Danny,Young,POR,N,3,66,28,2,2,4,12,1,0,2,2,26,12,2,1,8,3
ADAMSMI01 ,1989,Michael,Adams,DEN,N,3,105,39,6,0,6,18,4,0,8,10,34,13,8,7,20,6
AGUIRMA01 ,1989,Mark,Aguirre,DET,N,20,439,219,60,31,91,27,10,3,30,51,184,86,52,39,24,8
ALFORST01 ,1989,Steve,Alford,DAL,N,3,42,23,2,1,3,8,1,0,3,4,18,8,5,5,6,2
ANDERCA01 ,1989,Cadillac,Anderson,MIL,N,4,101,33,18,6,24,0,1,4,4,19,19,13,14,7,0,0
ANDERRO01 ,1989,Ron,Anderson,PHI,N,10,256,112,31,6,37,14,4,0,15,22,93,40,30,29,5,3
ANDERWI01 ,1989,Willie,Anderson,SAS,N,10,375,205,38,16,54,52,9,4,26,40,168,87,36,29,5,2
ARMSTBJ01 ,1989,B.j.,Armstrong,CHI,N,16,217,64,17,3,20,29,10,0,12,22,62,21,24,22,4,0
BAGLEJO01 ,1989,John,Bagley,BOS,N,5,70,19,1,3,4,17,4,1,9,9,15,8,4,3,1,0
BAILETH01 ,1989,Thurl,Bailey,UTA,N,5,190,105,24,8,32,7,5,6,5,19,88,43,24,19,0,0
BARKLCH01 ,1989,Charles,Barkley,PHI,N,10,419,247,89,66,155,43,8,7,30,36,162,88,108,65,18,6
BATTLKE01 ,1989,Kenny,Battle,PHO,N,8,34,9,4,1,5,0,0,0,2,5,13,4,1,1,0,0
BEDFOWI01 ,1989,William,Bedford,DET,N,5,19,4,2,0,2,0,0,1,0,4,6,1,2,2,0,0
BENNEWI01 ,1989,Winston,Bennett,CLE,N,5,135,50,7,14,21,5,3,1,4,11,47,23,6,4,0,0
BIRDLA01  ,1989,Larry,Bird,BOS,N,5,207,122,39,7,46,44,5,5,18,10,99,44,32,29,19,5
BLABUW01  ,1989,Uwe,Blab,SAS,N,2,5,3,2,0,2,0,0,0,0,0,1,0,6,3,0,0
BLACKRO01 ,1989,Rolando,Blackman,DAL,N,3,127,60,7,2,9,13,6,2,13,7,54,24,10,10,5,2
BOWIEAN01 ,1989,Anthony,Bowie,HOU,N,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BRICKFR01 ,1989,Frank,Brickowski,SAS,N,10,161,79,28,16,44,11,8,1,15,31,54,31,26,17,0,0
BROOKSC01 ,1989,Scott,Brooks,PHI,N,9,99,21,6,2,8,16,3,0,7,13,19,6,9,6,7,3
BROWNMI01 ,1989,Mike,Brown,UTA,N,5,67,18,5,5,10,3,1,1,5,11,15,7,5,4,0,0
BROWNRA02 ,1989,Raymond,Brown,UTA,N,3,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
BROWNTO01 ,1989,Tony,Brown,MIL,N,2,13,3,0,0,0,0,2,0,0,3,3,1,0,0,1,1
BRYANMA01 ,1989,Mark,Bryant,POR,N,13,160,42,20,9,29,3,3,2,12,27,33,18,8,6,0,0
CALDWAD01 ,1989,Adrian,Caldwell,HOU,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARROJO01 ,1989,Joe Barry,Carroll,DEN,N,3,46,20,8,1,9,3,1,5,1,6,16,9,2,2,0,0
CARTWBI01 ,1989,Bill,Cartwright,CHI,N,16,462,129,50,25,75,16,5,4,25,52,121,50,43,29,0,0
CHAMBTO01 ,1989,Tom,Chambers,PHO,N,16,612,355,87,20,107,31,7,7,49,54,275,117,132,116,19,5
CHEEKMA01 ,1989,Maurice,Cheeks,NYK,N,10,388,128,27,12,39,85,17,2,19,21,104,50,31,28,4,0
CHIEVDE01 ,1989,Derrick,Chievous,CLE,N,3,28,19,1,2,3,2,1,0,3,2,10,6,9,7,0,0
COOPEMI01 ,1989,Michael,Cooper,LAL,N,9,173,23,13,11,24,25,7,4,7,21,35,10,0,0,12,3
COOPEWA01 ,1989,Wayne,Cooper,POR,N,18,248,48,46,25,71,5,5,29,5,40,47,19,19,10,0,0
COPELLA01 ,1989,Lanard,Copeland,PHI,N,4,9,4,1,0,1,0,0,0,1,1,6,2,0,0,0,0
CUMMITE01 ,1989,Terry,Cummings,SAS,N,10,375,248,63,31,94,22,7,4,19,39,195,103,52,42,0,0
DAUGHBR01 ,1989,Brad,Daugherty,CLE,N,5,186,114,44,4,48,20,2,4,7,12,70,41,46,32,0,0
DAVISCH02 ,1989,Charlie,Davis,CHI,N,6,20,4,0,3,3,1,0,0,1,5,7,2,0,0,1,0
DAVISWA03 ,1989,Walter,Davis,DEN,N,3,70,42,5,4,9,6,1,0,5,4,45,18,6,6,1,0
DAWKIJO01 ,1989,Johnny,Dawkins,PHI,N,10,386,142,17,5,22,93,17,2,29,22,115,53,43,36,7,0
DIVACVL01 ,1989,Vlade,Divac,LAL,N,9,175,82,32,16,48,10,8,15,13,27,44,32,19,17,2,1
DONALJA01 ,1989,James,Donaldson,DAL,N,3,74,22,10,6,16,2,2,0,4,8,13,9,5,4,0,0
DREWLA01  ,1989,Larry,Drew,LAL,N,7,51,12,2,0,2,4,3,0,4,9,8,3,6,5,4,1
DREXLCL01 ,1989,Clyde,Drexler,POR,N,21,853,449,88,63,151,150,53,18,67,72,390,172,124,96,41,9
DUCKWKE01 ,1989,Kevin,Duckworth,POR,N,15,453,197,59,28,87,16,5,9,33,60,187,82,46,33,0,0
DUMARJO01 ,1989,Joe,Dumars,DET,N,20,754,364,26,18,44,95,22,0,54,37,284,130,113,99,19,5
DUNNTR01  ,1989,T.r.,Dunn,DEN,N,3,31,0,6,1,7,2,4,1,1,3,0,0,0,0,0,0
EATONMA01 ,1989,Mark,Eaton,UTA,N,5,128,19,22,8,30,0,3,14,4,17,17,9,5,1,0,0
EDWARBL01 ,1989,Blue,Edwards,UTA,N,5,94,36,10,8,18,8,7,2,12,16,26,14,8,7,3,1
EDWARJA01 ,1989,James,Edwards,DET,N,20,536,286,47,24,71,13,5,11,31,74,231,114,96,58,1,0
EHLOCR01  ,1989,Craig,Ehlo,CLE,N,5,196,69,25,7,32,32,6,0,10,18,62,26,19,12,15,5
ELLIOSE01 ,1989,Sean,Elliott,SAS,N,10,291,127,30,11,41,18,9,6,15,37,96,53,29,21,1,0
ENGLIAL01 ,1989,Alex,English,DEN,N,3,76,59,6,3,9,9,2,1,2,6,44,25,11,9,0,0
EWINGPA01 ,1989,Patrick,Ewing,NYK,N,10,395,294,84,21,105,31,13,20,27,41,219,114,79,65,2,1
FLEMIVE01 ,1989,Vern,Fleming,IND,N,3,113,40,9,4,13,18,2,1,8,6,34,16,9,8,2,0
FLOYDSL01 ,1989,Sleepy,Floyd,HOU,N,4,172,74,8,7,15,41,5,1,15,5,64,30,17,11,12,3
GAMBLKE01 ,1989,Kevin,Gamble,BOS,N,3,8,6,0,1,1,2,0,0,1,1,5,3,0,0,0,0
GMINSMI01 ,1989,Mike,Gminski,PHI,N,10,342,128,46,8,54,11,8,23,17,27,117,57,15,14,5,0
GRANTGR01 ,1989,Greg,Grant,PHO,N,7,47,19,4,2,6,10,2,0,5,2,20,9,0,0,3,1
GRANTHO01 ,1989,Horace,Grant,CHI,N,16,616,195,86,73,159,40,18,18,26,51,159,81,53,33,2,0
GRAYEJE01 ,1989,Jeff,Grayer,MIL,N,4,12,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0
GRAYST01  ,1989,Stuart,Gray,NYK,N,4,12,4,5,3,8,0,1,0,3,3,5,2,0,0,0,0
GREENAC01 ,1989,A.c.,Green,LAL,N,9,252,106,47,34,81,9,5,4,14,22,79,41,32,24,0,0
GREENDA01 ,1989,David,Greenwood,DET,N,5,47,5,7,2,9,0,2,0,2,11,4,2,4,1,0,0
GREENRI01 ,1989,Rickey,Green,IND,N,3,31,2,1,0,1,3,1,0,2,5,7,1,0,0,0,0
GRIFFDA01 ,1989,Darrell,Griffith,UTA,N,5,97,47,15,6,21,3,6,1,3,3,42,19,5,4,9,5
HANSEBO01 ,1989,Bob,Hansen,UTA,N,5,145,50,7,7,14,5,3,0,4,14,43,21,4,1,14,7
HANZLBI01 ,1989,Bill,Hanzlik,DEN,N,3,79,21,5,5,10,11,5,2,2,13,17,5,10,10,3,1
HARPEDE01 ,1989,Derek,Harper,DAL,N,3,119,58,6,2,8,23,4,0,12,13,48,21,16,11,16,5
HASTISC01 ,1989,Scott,Hastings,DET,N,5,16,2,0,0,0,0,1,0,0,4,4,1,0,0,3,0
HAWKIHE01 ,1989,Hersey,Hawkins,PHI,N,10,415,235,23,8,31,36,12,7,31,25,163,81,63,59,36,14
HENDEGE01 ,1989,Gerald,Henderson,DET,N,8,19,2,1,2,3,4,2,0,1,3,5,1,0,0,3,0
HODGECR01 ,1989,Craig,Hodges,CHI,N,16,254,71,12,6,18,17,4,0,14,31,74,28,4,3,41,12
HORFOTI01 ,1989,Tito,Horford,MIL,N,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
HORNAJE01 ,1989,Jeff,Hornacek,PHO,N,16,583,298,49,13,62,73,24,0,34,43,219,112,73,68,24,6
HUMPHJA01 ,1989,Jay,Humphries,MIL,N,3,79,27,4,1,5,19,3,0,8,6,15,8,13,10,3,1
IRVINBY01 ,1989,Byron,Irvin,POR,N,4,47,15,4,4,8,5,2,0,3,7,22,5,6,5,0,0
JACKSMA01 ,1989,Mark,Jackson,NYK,N,9,81,34,4,1,5,21,2,0,7,5,31,13,11,8,2,0
JOHNSBU01 ,1989,Buck,Johnson,HOU,N,4,148,51,8,8,16,9,6,2,4,16,48,20,13,11,1,0
JOHNSDE01 ,1989,Dennis,Johnson,BOS,N,5,162,69,12,2,14,28,2,2,10,17,62,30,7,7,6,2
JOHNSED03 ,1989,Eddie,Johnson,PHO,N,16,337,196,42,15,57,17,10,4,20,40,160,72,47,37,38,15
JOHNSER02 ,1989,Eric,Johnson,UTA,N,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOHNSKE01 ,1989,Kevin,Johnson,PHO,N,16,582,340,44,9,53,170,25,0,62,28,257,123,112,92,11,2
JOHNSMA01 ,1989,Magic,Johnson,LAL,N,9,376,227,45,12,57,115,11,1,36,28,155,76,79,70,25,5
JOHNSNA01 ,1989,Nate,Johnston,POR,N,3,19,13,4,2,6,1,1,1,0,5,11,6,1,1,0,0
JOHNSVI01 ,1989,Vinnie,Johnson,DET,N,20,463,206,28,28,56,54,8,4,31,38,184,85,43,34,7,2
JONESAN01 ,1989,Anthony,Jones,DAL,N,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JONESCA01 ,1989,Caldwell,Jones,SAS,N,9,66,8,7,6,13,2,0,3,3,10,9,4,1,0,0,0
JORDAMI01 ,1989,Michael,Jordan,CHI,N,16,674,587,91,24,115,109,45,14,56,54,426,219,159,133,50,16
KEMPTTI01 ,1989,Tim,Kempton,DEN,N,3,32,18,4,1,5,4,0,0,2,8,9,7,4,4,0,0
KERRST01  ,1989,Steve,Kerr,CLE,N,5,73,8,5,1,6,10,4,0,2,6,14,4,0,0,3,0
KERSEJE01 ,1989,Jerome,Kersey,POR,N,21,831,435,108,66,174,45,34,20,45,87,361,166,144,103,3,0
KINGST01  ,1989,Stacey,King,CHI,N,16,281,110,34,17,51,9,6,8,17,32,91,37,47,36,1,0
KLEINJO01 ,1989,Joe,Kleine,BOS,N,5,79,31,11,3,14,2,2,3,4,12,17,13,6,5,1,0
KORNEFR01 ,1989,Frank,Kornet,MIL,N,2,4,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
LAIMBBI01 ,1989,Bill,Laimbeer,DET,N,20,667,222,170,41,211,28,23,18,16,77,199,91,29,25,43,15
LANEJE01  ,1989,Jerome,Lane,DEN,N,2,14,1,1,0,1,2,0,0,2,4,3,0,2,1,0,0
LANGAN01  ,1989,Andrew,Lang,PHO,N,12,93,16,16,4,20,2,3,10,5,17,9,6,7,4,0,0
LECKNER01 ,1989,Eric,Leckner,UTA,N,3,28,18,6,2,8,2,0,0,1,8,10,6,9,5,1,1
LEVERLA01 ,1989,Lafayette,Lever,DEN,N,3,113,52,21,11,32,21,8,1,5,7,51,19,14,13,7,1
LEWISRE01 ,1989,Reggie,Lewis,BOS,N,5,200,101,16,9,25,22,7,2,12,14,62,37,35,27,1,0
LICHTTO01 ,1989,Todd,Lichti,DEN,N,3,70,44,13,5,18,9,1,0,8,6,29,15,19,14,1,0
LOHAUBR01 ,1989,Brad,Lohaus,MIL,N,4,147,38,23,4,27,5,8,9,9,17,40,16,0,0,16,6
MAHORRI01 ,1989,Rick,Mahorn,PHI,N,10,342,94,52,18,70,10,7,8,13,41,86,37,26,20,1,0
MAJERDA01 ,1989,Dan,Majerle,PHO,N,16,479,201,51,30,81,34,20,2,18,34,150,73,65,51,12,4
MALONKA01 ,1989,Karl,Malone,UTA,N,5,203,126,35,16,51,11,11,5,12,22,105,46,45,34,1,0
MAXWEVE01 ,1989,Vernon,Maxwell,HOU,N,4,159,79,7,5,12,17,5,0,6,12,81,30,21,11,26,8
MCCANME01 ,1989,Mel,Mccants,LAL,N,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MCCLOGE01 ,1989,George,Mccloud,IND,N,1,4,2,0,1,1,0,0,0,1,2,2,1,0,0,0,0
MCCORTI01 ,1989,Tim,Mccormick,HOU,N,3,21,3,7,1,8,0,0,0,0,5,3,1,2,1,0,0
MCGEEMI01 ,1989,Mike,Mcgee,PHO,N,10,44,18,3,1,4,2,1,1,2,6,20,7,4,1,7,3
MCHALKE01 ,1989,Kevin,Mchale,BOS,N,5,192,110,31,8,39,13,2,10,14,17,69,42,29,25,3,1
MCNAMMA01 ,1989,Mark,Mcnamara,LAL,N,2,5,2,1,0,1,0,0,0,0,1,4,1,0,0,0,0
MILLERE01 ,1989,Reggie,Miller,IND,N,3,125,62,11,1,12,6,3,0,3,6,35,20,21,19,7,3
MOKESPA01 ,1989,Paul,Mokeski,CLE,N,3,10,4,2,0,2,0,1,1,0,2,2,1,2,2,0,0
MOOREJO01 ,1989,Johnny,Moore,SAS,N,9,86,16,8,3,11,21,7,1,7,11,24,6,8,4,6,0
MORTOJO01 ,1989,John,Morton,CLE,N,2,9,6,0,0,0,0,0,0,1,1,5,2,2,2,0,0
NANCELA01 ,1989,Larry,Nance,CLE,N,5,159,61,20,4,24,12,3,10,2,20,45,26,12,9,0,0
NATTCA01  ,1989,Calvin,Natt,IND,N,2,14,2,1,1,2,1,0,0,2,5,3,1,0,0,0,0
NEALYED01 ,1989,Ed,Nealy,CHI,N,15,228,47,36,16,52,5,10,1,7,45,36,17,21,13,1,0
